code,date,buy_at,max,max_idx,idx,is_selled,sell_at,sell_date,r,open,close,f1_open,f1_close,f2_open,f2_close,f3_open,f3_close,r2,is_cut,r3,is_cut2
603799.SH,2018-7-10,96.922806,111.82964,818,815,TRUE,104.57461,2018-7-19,7.89%,95.64751,101.570564,96.922806,103.28513,101.88231,103.908615,104.645454,110.00171,7.97%,0,5.12%,0
300033.SZ,2016-2-2,519.5664,605.7504,1465,1458,TRUE,560.6885,2016-2-19,7.91%,501.59088,527.7744,519.5664,533.52,536.22864,552.8088,541.728,560.60645,4.27%,0,3.21%,0
002179.SZ,2018-8-9,239.3457,265.147,2098,2078,TRUE,259.202,2018-9-7,8.30%,228.28801,241.367,239.3457,242.97215,242.556,243.68556,245.23126,243.74501,2.46%,0,1.34%,0
002371.SZ,2019-5-9,299.59958,334.311,2147,2141,TRUE,324.827,2019-5-20,8.42%,283.66644,299.59958,299.59958,329.569,322.456,322.6457,321.9818,317.19238,7.47%,0,7.63%,0
600009.SH,2018-10-30,144.24277,163.97394,2144,2140,TRUE,156.5823,2018-11-8,8.55%,132.748,144.2126,144.24277,149.49234,151.87578,151.36288,156.22026,163.5214,8.30%,0,5.29%,0
300598.SZ,2020-5-6,247.03905,312.555,802,792,TRUE,269.39023,2020-5-22,9.05%,226.4265,246.225,247.03905,242.9085,253.26,267.19934,267.18927,266.31494,8.16%,0,2.52%,0
002371.SZ,2019-8-26,308.77475,353.8143,2225,2217,TRUE,336.72867,2019-9-9,9.05%,287.89233,308.9171,308.77475,309.43918,308.49,303.79147,303.744,303.9813,-1.63%,0,-0.09%,0
002153.SZ,2016-3-17,447.7977,526.2623,1397,1393,TRUE,490.40424,2016-3-29,9.51%,415.48535,447.6261,447.7977,476.04953,476.9074,484.9712,475.82077,506.64618,6.26%,0,6.50%,0
600536.SH,2019-5-8,241.21669,278.8357,2252,2249,TRUE,264.55,2019-5-15,9.67%,225.9257,238.46536,241.21669,242.48654,249.7352,266.7193,269.10025,270.79337,11.56%,0,3.53%,0
600570.SH,2019-1-4,771.0078,902.5664,2130,2122,TRUE,848.3952,2019-1-17,10.04%,723.2856,764.2723,771.0078,792.21765,791.0712,788.49164,793.50745,781.8994,2.92%,0,2.60%,0
002466.SZ,2016-1-12,164.808,209.23056,1174,1168,TRUE,181.44,2016-1-22,10.09%,161.4816,167.832,164.808,167.19696,158.76,183.91968,185.8248,187.66943,12.75%,0,-3.67%,0
000938.SZ,2016-3-17,147.537,182.81978,1333,1328,TRUE,162.9212,2016-3-25,10.43%,139.44139,145.1411,147.537,159.66783,163.87958,165.51886,163.87958,166.45201,11.08%,0,11.08%,0
300450.SZ,2018-4-27,379.2852,455.27545,579,571,TRUE,419.85367,2018-5-15,10.70%,362.6945,380.19345,379.2852,395.2098,395.1493,398.35846,399.20615,394.1199,5.25%,0,4.18%,0
002230.SZ,2018-2-22,476.792,567.5161,1906,1892,TRUE,528.9272,2018-3-22,10.93%,451.66016,478.5744,476.792,475.00958,479.46558,485.88223,490.6056,490.96207,2.90%,0,0.56%,0
000596.SZ,2019-6-20,372.24002,424.69202,2296,2288,TRUE,414.84454,2019-7-15,11.45%,353.5333,373.9346,372.24002,378.16202,380.15857,380.2939,380.32776,382.25665,2.17%,0,2.13%,0
600486.SH,2020-4-2,260.67017,295.5042,2500,2482,TRUE,291.35278,2020-5-7,11.77%,247.34796,260.67017,260.67017,263.9158,267.954,273.615,270.55807,276.86063,3.79%,0,2.79%,0
603658.SH,2020-3-25,117.90512,141.19954,879,864,TRUE,131.796,2020-4-20,11.78%,112.30902,116.744064,117.90512,121.7544,122.905,120.6561,119.275375,120.03896,1.16%,0,4.24%,0
300454.SZ,2020-4-14,166.59251,198.78677,478,466,TRUE,186.372,2020-5-15,11.87%,159.60857,166.59251,166.59251,160.31999,161.63261,167.334,168.1356,175.1496,0.93%,0,-2.98%,1
300302.SZ,2016-1-12,191.80556,230.3235,925,919,TRUE,215.2953,2016-1-25,12.25%,182.952,191.64221,191.80556,190.66212,182.952,206.4744,204.51419,210.3948,6.63%,0,-4.62%,0
300347.SZ,2020-4-7,875.2483,986.5873,1732,1717,TRUE,989.68005,2020-5-11,13.07%,836.8982,866.46484,875.2483,882.05237,884.52655,947.8661,938.4641,927.825,7.22%,0,1.06%,0
300122.SZ,2018-11-2,157.617,188.1195,1896,1892,TRUE,178.284,2018-11-12,13.11%,155.625,159.609,157.617,159.194,175.13,175.13,178.948,176.5825,13.53%,0,11.11%,0
300676.SZ,2020-3-25,73.621765,88.24341,649,646,TRUE,83.27889,2020-3-31,13.12%,71.94008,74.44751,73.621765,81.88924,85.595,83.9838,85.47415,82.69484,16.10%,0,16.26%,0
300367.SZ,2016-3-1,299.7176,364.87363,458,456,TRUE,340.21454,2016-3-4,13.51%,278.16602,301.5219,299.7176,331.69415,328.286,341.16684,340.21454,307.03513,13.51%,0,9.53%,0
002008.SZ,2018-2-12,626.6688,763.9067,1963,1948,TRUE,712.0949,2018-3-20,13.63%,587.6205,625.40515,626.6688,630.4599,633.1137,636.90485,644.487,655.73395,2.84%,0,1.03%,0
300347.SZ,2019-6-20,562.72754,685.35345,1531,1523,TRUE,640.6941,2019-7-9,13.86%,523.70624,550.405,562.72754,553.3624,560.67377,560.4273,560.4273,559.2772,-0.41%,0,-0.36%,0
300458.SZ,2016-5-20,77.210945,95.99713,255,249,TRUE,88.264,2016-5-31,14.32%,72.26615,76.378456,77.210945,76.71947,75.275154,78.28416,80.039406,80.77159,3.66%,0,-2.51%,0
000938.SZ,2016-3-14,142.13992,182.81978,1333,1325,TRUE,162.9212,2016-3-25,14.62%,135.9358,143.6279,142.13992,140.82849,142.9974,138.0795,139.44139,145.1411,-1.90%,1,0.60%,0
300450.SZ,2018-2-12,356.034,453.58005,537,524,TRUE,413.98035,2018-3-9,16.28%,328.12042,351.79547,356.034,349.1313,352.94595,353.0065,358.456,354.82297,0.68%,0,-0.87%,0
300359.SZ,2016-3-17,216.57404,272.66162,425,420,TRUE,254.42902,2016-3-25,17.48%,202.5108,214.52248,216.57404,235.96478,244.866,247.51321,243.2115,244.866,12.30%,0,13.06%,0
300598.SZ,2020-4-30,226.4265,312.555,802,791,TRUE,269.39023,2020-5-22,18.97%,222.53714,230.2857,226.4265,246.225,247.03905,242.9085,253.26,267.19934,11.85%,0,9.10%,0
300367.SZ,2016-2-1,285.684,360.41293,448,440,TRUE,342.5702,2016-2-22,19.91%,264.03217,280.52164,285.684,302.2236,303.87756,294.7056,292.24973,306.7344,2.30%,0,6.37%,0
603259.SH,2020-2-3,129.68437,167.45966,438,422,TRUE,155.80722,2020-2-27,20.14%,122.56891,129.6139,129.68437,134.55951,135.05266,136.74345,138.082,147.66321,6.48%,0,4.14%,0
600763.SH,2020-3-24,241.4517,288.5442,2341,2321,TRUE,290.74185,2020-4-23,20.41%,224.73988,235.14856,241.4517,244.18065,244.18065,246.40245,251.13583,249.42119,4.01%,0,1.13%,0
300122.SZ,2019-2-1,151.06001,196.25351,1971,1955,TRUE,183.845,2019-3-11,21.70%,143.71451,152.47101,151.06001,156.4965,157.285,161.51799,163.095,162.38951,7.97%,0,4.12%,0
000596.SZ,2020-3-25,365.47202,450.6811,2494,2474,TRUE,446.6203,2020-4-24,22.20%,355.32,368.85602,365.47202,377.6544,383.0688,383.17035,373.39056,381.8844,2.17%,0,4.81%,0
300474.SZ,2020-2-4,118.41624,155.46672,941,927,TRUE,146.1032,2020-2-27,23.38%,105.54139,118.012634,118.41624,117.04399,115.469955,118.25479,118.032814,122.916374,-0.32%,0,-2.49%,0
002460.SZ,2018-2-12,385.2641,523.15204,1755,1738,TRUE,482.85684,2018-3-20,25.33%,342.97595,369.88092,385.2641,388.3158,388.75177,413.41464,419.14444,424.93646,8.79%,0,0.91%,0
300226.SZ,2020-2-6,299.49286,403.3375,1999,1991,TRUE,377.79935,2020-2-20,26.15%,282.72974,299.4535,299.49286,304.0181,303.78198,298.70587,297.8795,297.8795,-0.54%,0,1.43%,0
603737.SH,2020-3-20,153.4806,200.48051,943,923,TRUE,197.68825,2020-4-21,28.80%,147.6712,155.9168,153.4806,148.13971,150.38849,154.79239,158.84024,162.28839,3.49%,0,-2.01%,1
603288.SH,2020-3-20,380.6392,531.01904,1502,1491,TRUE,495.1436,2020-4-13,30.08%,361.37277,390.95633,380.6392,400.10104,400.10104,406.51013,411.62964,406.86188,8.14%,0,5.11%,0
300558.SZ,2020-3-25,68.309296,96.43012,844,824,TRUE,91.15305,2020-4-24,33.44%,67.22966,68.622086,68.309296,69.267845,70.125496,70.91251,70.30711,69.57054,2.92%,0,2.66%,0
300450.SZ,2018-2-8,308.86554,453.58005,537,522,TRUE,413.98035,2018-3-9,34.03%,290.70053,315.76825,308.86554,327.3333,328.12042,351.79547,356.034,349.1313,15.27%,0,6.23%,0
600536.SH,2020-2-4,333.711,548.2395,2446,2429,TRUE,458.1905,2020-2-28,37.30%,310.24527,335.30008,333.711,341.4446,344.305,347.37726,351.1911,362.68558,5.24%,0,3.17%,0
002714.SZ,2019-9-27,517.19037,786.2204,1374,1358,TRUE,712.0759,2019-11-4,37.68%,482.05328,516.052,517.19037,535.02454,558.5504,570.31335,575.2462,576.76404,11.23%,0,8.00%,0
300033.SZ,2016-3-14,452.7712,686.3978,1490,1482,TRUE,627.8039,2016-3-25,38.66%,438.20596,454.26935,452.7712,444.4482,454.1861,442.61713,447.7774,486.8955,-1.10%,1,0.31%,0
002714.SZ,2020-2-6,674.6621,986.4182,1460,1440,TRUE,944.8305,2020-3-6,40.04%,644.91327,683.9207,674.6621,701.603,701.83075,752.9047,752.9047,758.97595,11.60%,0,4.03%,0
002714.SZ,2020-2-4,629.96295,937.0898,1457,1438,TRUE,899.37244,2020-3-4,42.77%,569.40265,614.40546,629.96295,621.7668,644.91327,683.9207,674.6621,701.603,7.10%,0,2.37%,0
603986.SH,2019-8-15,256.89926,450.7104,540,522,TRUE,426.42398,2019-9-16,65.99%,238.26088,255.82614,256.89926,272.03592,282.96478,285.8735,290.87198,290.36368,13.22%,0,10.15%,0
002714.SZ,2020-5-29,,,,1517,FALSE,,,,867.5745,912.12195,,,,,,,,0,,0
603883.SH,2020-5-18,83.278366,87.45573,1150,1141,FALSE,,,,77.74647,82.306404,83.278366,83.867744,83.071556,80.993225,80.993225,83.754005,-2.74%,1,-0.25%,0
