date,code,qfq_open,qfq_high,qfq_low,qfq_close,qfq_avg,f1mv_open,f1mv_high,f1mv_low,f1mv_close,f1mv_qfq_open,f1mv_qfq_high,f1mv_qfq_low,f1mv_qfq_close,f1mv_qfq_avg,f20max_f1mv_high,f20min_f1mv_low,f5max_f1mv_high,f5min_f1mv_low,curr_type,delist_date,enname,fullname,list_date,list_status,name,symbol
2018-08-06,000027.SZ,4.95,4.99,4.86,4.889999999999999,4.925068707226383,65.91184,67.65696,65.91184,67.38847999999999,4.91,5.04,4.91,5.02,4.982239958423609,71.54992,65.91184,69.1336,65.91184,CNY,,"Shenzhen Energy Group Co., Ltd.",深圳能源集团股份有限公司,19930903,L,深圳能源,000027
2018-08-06,000028.SZ,42.83,43.25,40.48,41.3,41.643840358258316,160.84480000000002,164.67072,154.71552,163.1872,41.2,42.18,39.63,41.8,41.16716023223028,188.40704,154.71552,174.704,154.71552,CNY,,China National Accord Medicines Corporation Ltd.,国药集团一致药业股份有限公司,19930809,L,国药一致,000028
2018-08-06,000030.SZ,4.8,4.81,4.55,4.8,4.7412602624377245,15.33672,15.69114,15.20784,15.65892,4.76,4.87,4.72,4.86,4.815096070917652,15.69114,13.210199999999999,15.69114,14.9823,CNY,,FAWER Automotive Parts Limited Company,富奥汽车零部件股份有限公司,19930929,L,富奥股份,000030
2018-08-06,000031.SZ,5.85,5.88,5.61,5.67,5.739370901506072,79.8171,82.19761,79.11695,81.91754999999999,5.699999999999999,5.87,5.65,5.85,5.775920052415904,84.99821,76.03629,84.99821,79.11695,CNY,,"COFCO Property (Group) Co.,Ltd.",中粮地产(集团)股份有限公司,19931008,L,中粮地产,000031
2018-08-07,000001.SZ,8.96,9.17,8.88,9.17,9.043144335867398,989.5639600000001,989.5639600000001,976.60024,977.6805500000002,9.16,9.16,9.04,9.05,9.111738659479808,1139.7270500000002,933.3878400000001,1010.0898500000001,961.4759000000001,CNY,,"Ping An Bank Co., Ltd.",平安银行股份有限公司,19910403,L,平安银行,000001
2018-08-07,000002.SZ,20.354213979308604,21.037499649535985,20.14249165895646,21.037499649535985,20.650817029656434,3005.4970000000003,3060.417,2951.9500000000003,2951.9500000000003,21.06637087503855,21.451320548406088,20.6910449435052,20.6910449435052,21.159095206916877,3505.35276,2938.2200000000003,3304.811,2938.2200000000003,CNY,,"China Vanke Co.,Ltd.",万科企业股份有限公司,19910129,L,万科A,000002
2018-08-07,000006.SZ,5.43,5.56,5.37,5.55,5.490561677905279,189.9543,190.63882,187.90074,187.90074,5.55,5.57,5.49,5.49,5.523531856151647,202.96017999999998,182.42458,202.96017999999998,185.50492,CNY,,"Shenzhen Zhenye(Group) Co.,Ltd.",深圳市振业(集团)股份有限公司,19920427,L,深振业A,000006
2018-08-07,000008.SZ,4.46,4.46,4.46,4.46,4.46,89.32274999999998,89.32274999999998,89.32274999999998,89.32274999999998,4.01,4.01,4.01,4.01,4.010000000000001,97.119,80.41274999999999,97.119,80.41274999999999,CNY,,"China High Speed Railway Technology Co., Ltd.",神州高铁技术股份有限公司,19920507,L,神州高铁,000008
2018-08-07,000009.SZ,4.62,4.72,4.58,4.72,4.673167164839855,34.75808,34.979,34.463519999999995,34.6108,4.72,4.75,4.68,4.7,4.715475420180014,36.00996,33.5062,36.00996,34.2426,CNY,,"China Baoan Group Co.,Ltd.",中国宝安集团股份有限公司,19910625,L,中国宝安,000009
2018-08-07,000011.SZ,10.21,10.6,10.2,10.55,10.417601923748249,36.9461,36.9461,35.3702,35.440239999999996,10.55,10.55,10.1,10.12,10.303172168697726,43.810019999999994,35.3702,42.724399999999996,35.3702,CNY,,Shenzhen Properties & Resources Development (Group) Ltd.,深圳市物业发展(集团)股份有限公司,19920330,L,深物业A,000011
2018-08-07,000012.SZ,4.83,5.01,4.82,5.01,4.917796959415274,118.71000000000001,119.8971,118.23516000000001,118.71000000000001,5.0,5.05,4.98,5.0,5.015279400138201,126.30744000000001,113.24933999999999,126.30744000000001,117.5229,CNY,,"CSG Holding Co.,Ltd.",中国南玻集团股份有限公司,19920228,L,南玻A,000012
2018-08-07,000016.SZ,4.32,4.41,4.3,4.39,4.356333280375951,93.16560000000001,94.43603999999999,91.68342,92.1069,4.4,4.46,4.33,4.35,4.404383568155603,95.49474,84.90773999999999,95.49474,91.0482,CNY,,"Konka Group Co.,Ltd",康佳集团股份有限公司,19920327,L,深康佳A,000016
2018-08-07,000021.SZ,6.28,6.43,6.23,6.42,6.345644923721106,88.67594,89.36764,87.15419999999999,87.70756,6.41,6.46,6.299999999999999,6.34,6.367726070848555,92.6878,83.14233999999999,92.6878,87.01586,CNY,,"Shenzhen Kaifa Technology Co., Ltd.",深圳长城开发科技股份有限公司,19940202,L,深科技,000021
2018-08-07,000025.SZ,29.53,29.98,28.81,29.77,29.43658142236929,56.47117,56.47117,54.607,54.71998,29.990000000000002,29.990000000000002,29.0,29.06,29.425366184293424,57.4315,48.67555,57.4315,54.43753,CNY,,"Shenzhen Tellus Holding Co.,Ltd",深圳市特力(集团)股份有限公司,19930621,L,特力A,000025
2018-08-07,000027.SZ,4.91,5.04,4.91,5.02,4.982239958423609,67.52272,68.32816,67.12,67.38847999999999,5.030000000000001,5.09,5.000000000000001,5.02,5.036863943238147,71.8184,66.4488,69.1336,66.71727999999999,CNY,,"Shenzhen Energy Group Co., Ltd.",深圳能源集团股份有限公司,19930903,L,深圳能源,000027
2018-08-07,000028.SZ,41.2,42.18,39.63,41.8,41.16716023223028,163.1872,165.76384,160.84480000000002,165.76384,41.8,42.46,41.2,42.46,41.757376282769044,188.5632,160.84480000000002,180.48191999999997,160.84480000000002,CNY,,China National Accord Medicines Corporation Ltd.,国药集团一致药业股份有限公司,19930809,L,国药一致,000028
2018-08-07,000030.SZ,4.76,4.87,4.72,4.86,4.815096070917652,15.65892,15.65892,15.27228,15.43338,4.86,4.86,4.74,4.79,4.7898254505546,15.65892,13.210199999999999,15.65892,14.9823,CNY,,FAWER Automotive Parts Limited Company,富奥汽车零部件股份有限公司,19930929,L,富奥股份,000030
2018-08-07,000031.SZ,5.699999999999999,5.87,5.65,5.85,5.775920052415904,82.05758,82.47766999999999,80.93734,81.35743,5.86,5.889999999999999,5.78,5.81,5.838264879520897,84.99821,76.03629,84.99821,80.37722000000001,CNY,,"COFCO Property (Group) Co.,Ltd.",中粮地产(集团)股份有限公司,19931008,L,中粮地产,000031
2018-08-08,000001.SZ,9.16,9.16,9.04,9.05,9.111738659479808,976.60024,1010.0898500000001,974.43962,1003.60799,9.04,9.35,9.02,9.29,9.252414782711853,1139.7270500000002,933.3878400000001,1010.0898500000001,945.27125,CNY,,"Ping An Bank Co., Ltd.",平安银行股份有限公司,19910403,L,平安银行,000001
2018-08-08,000002.SZ,21.06637087503855,21.451320548406088,20.6910449435052,20.6910449435052,21.159095206916877,2951.9500000000003,3096.1150000000002,2938.2200000000003,3086.5040000000004,20.6910449435052,21.70153783609499,20.59480752516332,21.634171643255673,21.4455858868371,3505.35276,2938.2200000000003,3304.811,2938.2200000000003,CNY,,"China Vanke Co.,Ltd.",万科企业股份有限公司,19910129,L,万科A,000002
2018-08-08,000006.SZ,5.55,5.57,5.49,5.49,5.523531856151647,188.243,193.71916,185.50492,191.66559999999998,5.5,5.66,5.42,5.6,5.591930314854104,202.96017999999998,181.3978,202.96017999999998,185.50492,CNY,,"Shenzhen Zhenye(Group) Co.,Ltd.",深圳市振业(集团)股份有限公司,19920427,L,深振业A,000006
2018-08-08,000008.SZ,4.01,4.01,4.01,4.01,4.010000000000001,80.41274999999999,97.119,80.41274999999999,92.88674999999999,3.61,4.36,3.61,4.17,3.82725114740075,97.119,80.41274999999999,97.119,80.41274999999999,CNY,,"China High Speed Railway Technology Co., Ltd.",神州高铁技术股份有限公司,19920507,L,神州高铁,000008
2018-08-08,000009.SZ,4.72,4.75,4.68,4.7,4.715475420180014,34.2426,35.64176,34.2426,35.3472,4.65,4.84,4.65,4.8,4.785676190329122,36.00996,33.358920000000005,36.00996,34.2426,CNY,,"China Baoan Group Co.,Ltd.",中国宝安集团股份有限公司,19910625,L,中国宝安,000009
2018-08-08,000011.SZ,10.55,10.55,10.1,10.12,10.303172168697726,35.51028,36.525859999999994,35.51028,36.210679999999996,10.14,10.43,10.14,10.34,10.321300392004604,43.810019999999994,35.51028,42.724399999999996,35.51028,CNY,,Shenzhen Properties & Resources Development (Group) Ltd.,深圳市物业发展(集团)股份有限公司,19920330,L,深物业A,000011
2018-08-08,000012.SZ,5.0,5.05,4.98,5.0,5.015279400138201,118.71000000000001,121.32162000000001,118.23516000000001,120.84678,5.0,5.11,4.98,5.09,5.066083260605081,126.30744000000001,113.24933999999999,126.30744000000001,117.5229,CNY,,"CSG Holding Co.,Ltd.",中国南玻集团股份有限公司,19920228,L,南玻A,000012
2018-08-08,000016.SZ,4.4,4.46,4.33,4.35,4.404383568155603,92.1069,94.43603999999999,91.0482,93.80081999999999,4.35,4.46,4.3,4.43,4.403097303784097,95.49474,84.90773999999999,95.49474,91.0482,CNY,,"Konka Group Co.,Ltd",康佳集团股份有限公司,19920327,L,深康佳A,000016
2018-08-08,000021.SZ,6.41,6.46,6.299999999999999,6.34,6.367726070848555,87.56922,91.58108,87.01586,90.88938,6.33,6.62,6.29,6.57,6.515295642728222,92.6878,83.14233999999999,92.6878,87.01586,CNY,,"Shenzhen Kaifa Technology Co., Ltd.",深圳长城开发科技股份有限公司,19940202,L,深科技,000021
2018-08-08,000025.SZ,29.990000000000002,29.990000000000002,29.0,29.06,29.425366184293424,54.757639999999995,55.981590000000004,54.43753,55.7368,29.08,29.73,28.91,29.6,29.48270958068054,57.4315,48.67555,57.4315,54.43753,CNY,,"Shenzhen Tellus Holding Co.,Ltd",深圳市特力(集团)股份有限公司,19930621,L,特力A,000025
2018-08-08,000027.SZ,5.030000000000001,5.09,5.000000000000001,5.02,5.036863943238147,66.98576,68.73088,66.71727999999999,68.32816,4.99,5.12,4.969999999999999,5.09,5.083778407173338,71.8184,66.4488,69.1336,66.71727999999999,CNY,,"Shenzhen Energy Group Co., Ltd.",深圳能源集团股份有限公司,19930903,L,深圳能源,000027
2018-08-08,000028.SZ,41.8,42.46,41.2,42.46,41.757376282769044,163.92896000000002,169.78496,162.4064,168.6528,41.99,43.49,41.6,43.2,42.87571705941406,188.5632,162.4064,180.48191999999997,162.4064,CNY,,China National Accord Medicines Corporation Ltd.,国药集团一致药业股份有限公司,19930809,L,国药一致,000028
2018-08-08,000030.SZ,4.86,4.86,4.74,4.79,4.7898254505546,15.33672,15.6267,15.078959999999999,15.497819999999999,4.76,4.85,4.68,4.81,4.812233279369001,15.6267,13.210199999999999,15.6267,14.9823,CNY,,FAWER Automotive Parts Limited Company,富奥汽车零部件股份有限公司,19930929,L,富奥股份,000030
2018-08-08,000031.SZ,5.86,5.889999999999999,5.78,5.81,5.838264879520897,80.51725,83.45788,80.37722000000001,82.19761,5.75,5.96,5.74,5.87,5.879455957377851,84.99821,76.03629,84.99821,80.37722000000001,CNY,,"COFCO Property (Group) Co.,Ltd.",中粮地产(集团)股份有限公司,19931008,L,中粮地产,000031
2018-08-09,000001.SZ,9.04,9.35,9.02,9.29,9.252414782711853,1004.6883000000001,1006.8489200000001,989.5639600000001,997.1261300000001,9.3,9.32,9.16,9.23,9.22667454498492,1139.7270500000002,933.3878400000001,1006.8489200000001,933.3878400000001,CNY,,"Ping An Bank Co., Ltd.",平安银行股份有限公司,19910403,L,平安银行,000001
2018-08-09,000002.SZ,20.6910449435052,21.70153783609499,20.59480752516332,21.634171643255673,21.4455858868371,3157.9,3304.811,3148.289,3182.614,22.134606218633472,23.164346594891636,22.067240025794153,22.307833571648864,22.59463050177282,3505.35276,2967.0530000000003,3304.811,2967.0530000000003,CNY,,"China Vanke Co.,Ltd.",万科企业股份有限公司,19910129,L,万科A,000002
2018-08-09,000006.SZ,5.5,5.66,5.42,5.6,5.591930314854104,192.00786,202.96017999999998,192.00786,198.16854,5.61,5.93,5.61,5.79,5.784165416825183,202.96017999999998,179.6865,202.96017999999998,183.10909999999998,CNY,,"Shenzhen Zhenye(Group) Co.,Ltd.",深圳市振业(集团)股份有限公司,19920427,L,深振业A,000006
2018-08-09,000008.SZ,3.61,4.36,3.61,4.17,3.82725114740075,88.87725,90.65925,86.64975,87.98625,3.99,4.07,3.89,3.95,3.9843724107546934,105.36075,80.6355,90.65925,80.6355,CNY,,"China High Speed Railway Technology Co., Ltd.",神州高铁技术股份有限公司,19920507,L,神州高铁,000008
2018-08-09,000009.SZ,4.65,4.84,4.65,4.8,4.785676190329122,35.64176,35.715399999999995,35.19992,35.56812,4.84,4.85,4.78,4.83,4.818352543925811,36.00996,33.358920000000005,36.00996,34.09532,CNY,,"China Baoan Group Co.,Ltd.",中国宝安集团股份有限公司,19910625,L,中国宝安,000009
2018-08-09,000011.SZ,10.14,10.43,10.14,10.34,10.321300392004604,36.0706,39.81773999999999,36.0706,39.81773999999999,10.3,11.37,10.3,11.37,11.10793500227583,43.810019999999994,36.0706,42.724399999999996,36.0706,CNY,,Shenzhen Properties & Resources Development (Group) Ltd.,深圳市物业发展(集团)股份有限公司,19920330,L,深物业A,000011
2018-08-09,000012.SZ,5.0,5.11,4.98,5.09,5.066083260605081,121.0842,121.0842,119.18484,120.37194000000001,5.1,5.1,5.02,5.07,5.058390903389741,126.30744000000001,113.24933999999999,126.30744000000001,114.19901999999999,CNY,,"CSG Holding Co.,Ltd.",中国南玻集团股份有限公司,19920228,L,南玻A,000012
2018-08-09,000016.SZ,4.35,4.46,4.3,4.43,4.403097303784097,93.16560000000001,94.64778,93.16560000000001,94.01256000000001,4.4,4.47,4.4,4.44,4.433933976350943,95.49474,84.90773999999999,95.49474,88.71906000000001,CNY,,"Konka Group Co.,Ltd",康佳集团股份有限公司,19920327,L,深康佳A,000016
2018-08-09,000021.SZ,6.33,6.62,6.29,6.57,6.515295642728222,90.61269999999999,91.16606,89.92099999999999,90.88938,6.55,6.59,6.5,6.57,6.5488698009583795,92.6878,83.14233999999999,92.6878,86.60083999999999,CNY,,"Shenzhen Kaifa Technology Co., Ltd.",深圳长城开发科技股份有限公司,19940202,L,深科技,000021
2018-08-09,000025.SZ,29.08,29.73,28.91,29.6,29.48270958068054,55.5485,57.4315,55.5485,56.339360000000006,29.5,30.5,29.5,29.92,29.98770674741528,57.4315,48.67555,57.4315,53.6655,CNY,,"Shenzhen Tellus Holding Co.,Ltd",深圳市特力(集团)股份有限公司,19930621,L,特力A,000025
2018-08-09,000027.SZ,4.99,5.12,4.969999999999999,5.09,5.083778407173338,67.92544,69.1336,67.92544,68.86511999999999,5.06,5.15,5.06,5.13,5.118898307467921,71.8184,66.4488,69.1336,66.98576,CNY,,"Shenzhen Energy Group Co., Ltd.",深圳能源集团股份有限公司,19930903,L,深圳能源,000027
2018-08-09,000028.SZ,41.99,43.49,41.6,43.2,42.87571705941406,168.57471999999999,172.47871999999998,165.3344,171.30752,43.18,44.18,42.349999999999994,43.88,43.46957021420631,188.5632,165.3344,180.48191999999997,165.3344,CNY,,China National Accord Medicines Corporation Ltd.,国药集团一致药业股份有限公司,19930809,L,国药一致,000028
2018-08-09,000030.SZ,4.76,4.85,4.68,4.81,4.812233279369001,15.530040000000001,15.594479999999999,15.43338,15.465599999999998,4.82,4.84,4.79,4.8,4.815114181242824,15.594479999999999,13.210199999999999,15.594479999999999,14.91786,CNY,,FAWER Automotive Parts Limited Company,富奥汽车零部件股份有限公司,19930929,L,富奥股份,000030
2018-08-09,000031.SZ,5.75,5.96,5.74,5.87,5.879455957377851,81.91754999999999,84.99821,81.91754999999999,83.87797,5.85,6.07,5.85,5.99,5.984810098973987,84.99821,76.03629,84.99821,78.55683,CNY,,"COFCO Property (Group) Co.,Ltd.",中粮地产(集团)股份有限公司,19931008,L,中粮地产,000031
2018-08-10,000001.SZ,9.3,9.32,9.16,9.23,9.22667454498492,985.24272,989.5639600000001,961.4759000000001,977.6805500000002,9.12,9.16,8.9,9.05,9.003735923243736,1139.7270500000002,933.3878400000001,989.5639600000001,933.3878400000001,CNY,,"Ping An Bank Co., Ltd.",平安银行股份有限公司,19910403,L,平安银行,000001
2018-08-10,000002.SZ,22.134606218633472,23.164346594891636,22.067240025794153,22.307833571648864,22.59463050177282,3102.9800000000005,3186.733,3083.7580000000003,3163.3920000000003,21.749656545265935,22.33670479715143,21.614924159587293,22.173101185970225,21.89026405249874,3505.35276,2967.0530000000003,3186.733,2967.0530000000003,CNY,,"China Vanke Co.,Ltd.",万科企业股份有限公司,19910129,L,万科A,000002
2018-08-10,000006.SZ,5.61,5.93,5.61,5.79,5.784165416825183,194.40367999999998,194.40367999999998,189.9543,193.3769,5.68,5.68,5.55,5.65,5.6089887963720555,197.48402,177.29067999999998,197.48402,183.10909999999998,CNY,,"Shenzhen Zhenye(Group) Co.,Ltd.",深圳市振业(集团)股份有限公司,19920427,L,深振业A,000006
2018-08-10,000008.SZ,3.99,4.07,3.89,3.95,3.9843724107546934,87.54075,87.7635,84.645,86.42699999999999,3.93,3.94,3.8000000000000003,3.88,3.8805759562446047,106.91999999999999,80.6355,88.6545,80.6355,CNY,,"China High Speed Railway Technology Co., Ltd.",神州高铁技术股份有限公司,19920507,L,神州高铁,000008
2018-08-10,000009.SZ,4.84,4.85,4.78,4.83,4.818352543925811,35.3472,35.64176,34.75808,35.49448,4.8,4.84,4.72,4.82,4.775089135696617,36.00996,33.358920000000005,36.00996,33.65348,CNY,,"China Baoan Group Co.,Ltd.",中国宝安集团股份有限公司,19910625,L,中国宝安,000009
2018-08-10,000011.SZ,10.3,11.37,10.3,11.37,11.10793500227583,39.22239999999999,39.22239999999999,37.821600000000004,39.082319999999996,11.2,11.2,10.800000000000002,11.16,11.03242395340576,43.810019999999994,36.70096,42.724399999999996,37.716539999999995,CNY,,Shenzhen Properties & Resources Development (Group) Ltd.,深圳市物业发展(集团)股份有限公司,19920330,L,深物业A,000011
2018-08-10,000012.SZ,5.1,5.1,5.02,5.07,5.058390903389741,118.71000000000001,120.37194000000001,117.5229,120.13452,5.0,5.07,4.95,5.06,5.0014259040346865,126.30744000000001,113.24933999999999,126.30744000000001,114.19901999999999,CNY,,"CSG Holding Co.,Ltd.",中国南玻集团股份有限公司,19920228,L,南玻A,000012
2018-08-10,000016.SZ,4.4,4.47,4.4,4.44,4.433933976350943,93.37734,94.01256000000001,92.1069,93.80081999999999,4.41,4.44,4.35,4.43,4.394583390516198,95.49474,84.90773999999999,95.49474,86.81339999999999,CNY,,"Konka Group Co.,Ltd",康佳集团股份有限公司,19920327,L,深康佳A,000016
2018-08-10,000021.SZ,6.55,6.59,6.5,6.57,6.5488698009583795,89.92099999999999,92.6878,88.67594,91.9961,6.5,6.7,6.41,6.65,6.52978814563495,92.6878,83.14233999999999,92.6878,86.60083999999999,CNY,,"Shenzhen Kaifa Technology Co., Ltd.",深圳长城开发科技股份有限公司,19940202,L,深科技,000021
2018-08-10,000025.SZ,29.5,30.5,29.5,29.92,29.98770674741528,55.529669999999996,56.77245,55.1719,56.45234,29.49,30.15,29.3,29.98,29.743326672835167,57.4315,48.67555,57.4315,52.5357,CNY,,"Shenzhen Tellus Holding Co.,Ltd",深圳市特力(集团)股份有限公司,19930621,L,特力A,000025
2018-08-10,000027.SZ,5.06,5.15,5.06,5.13,5.118898307467921,68.19391999999999,68.86511999999999,67.52272,68.46239999999999,5.079999999999999,5.13,5.030000000000001,5.1,5.077087049990287,71.8184,66.4488,68.86511999999999,66.85152000000001,CNY,,"Shenzhen Energy Group Co., Ltd.",深圳能源集团股份有限公司,19930903,L,深圳能源,000027
2018-08-10,000028.SZ,43.18,44.18,42.349999999999994,43.88,43.46957021420631,169.78496,174.704,168.2624,174.1184,43.49,44.75,43.1,44.6,44.1406561145185,188.5632,168.2624,180.48191999999997,168.2624,CNY,,China National Accord Medicines Corporation Ltd.,国药集团一致药业股份有限公司,19930809,L,国药一致,000028
2018-08-10,000030.SZ,4.82,4.84,4.79,4.8,4.815114181242824,15.43338,15.43338,14.9823,15.27228,4.79,4.79,4.65,4.74,4.703402075183076,15.43338,13.210199999999999,15.43338,14.563439999999998,CNY,,FAWER Automotive Parts Limited Company,富奥汽车零部件股份有限公司,19930929,L,富奥股份,000030
2018-08-10,000031.SZ,5.85,6.07,5.85,5.99,5.984810098973987,82.33764,84.018,81.35743,83.31785,5.88,6.0,5.81,5.95,5.900840686035118,84.018,76.03629,84.018,77.15653,CNY,,"COFCO Property (Group) Co.,Ltd.",中粮地产(集团)股份有限公司,19931008,L,中粮地产,000031
2018-08-13,000001.SZ,9.12,9.16,8.9,9.05,9.003735923243736,975.5199299999999,976.60024,965.79714,972.279,9.03,9.04,8.94,9.0,8.979506641357405,1139.7270500000002,933.3878400000001,976.60024,933.3878400000001,CNY,,"Ping An Bank Co., Ltd.",平安银行股份有限公司,19910403,L,平安银行,000001
2018-08-13,000002.SZ,21.749656545265935,22.33670479715143,21.614924159587293,22.173101185970225,21.89026405249874,3157.9,3164.7650000000003,3027.465,3064.5360000000005,22.134606218633472,22.182724927804415,21.220350744385566,21.480191773908658,21.567082918391694,3505.35276,2967.0530000000003,3218.3120000000004,2967.0530000000003,CNY,,"China Vanke Co.,Ltd.",万科企业股份有限公司,19910129,L,万科A,000002
2018-08-13,000006.SZ,5.68,5.68,5.55,5.65,5.6089887963720555,191.66559999999998,197.48402,190.63882,194.74594000000002,5.6,5.77,5.57,5.69,5.672750704577763,197.48402,173.52582,197.48402,183.10909999999998,CNY,,"Shenzhen Zhenye(Group) Co.,Ltd.",深圳市振业(集团)股份有限公司,19920427,L,深振业A,000006
2018-08-13,000008.SZ,3.93,3.94,3.8000000000000003,3.88,3.8805759562446047,86.64975,88.6545,86.20425,86.42699999999999,3.89,3.98,3.87,3.88,3.9049793553117316,111.375,80.6355,88.6545,80.6355,CNY,,"China High Speed Railway Technology Co., Ltd.",神州高铁技术股份有限公司,19920507,L,神州高铁,000008
2018-08-13,000009.SZ,4.8,4.84,4.72,4.82,4.775089135696617,35.42084,36.00996,35.19992,35.49448,4.81,4.89,4.78,4.82,4.825886116842211,36.00996,32.99072,36.00996,33.57984,CNY,,"China Baoan Group Co.,Ltd.",中国宝安集团股份有限公司,19910625,L,中国宝安,000009
2018-08-13,000011.SZ,11.2,11.2,10.800000000000002,11.16,11.03242395340576,38.83718,42.724399999999996,38.3469,40.65821999999999,11.09,12.2,10.95,11.61,11.50812293471296,43.810019999999994,36.70096,42.724399999999996,36.70096,CNY,,Shenzhen Properties & Resources Development (Group) Ltd.,深圳市物业发展(集团)股份有限公司,19920330,L,深物业A,000011
2018-08-13,000012.SZ,5.0,5.07,4.95,5.06,5.0014259040346865,122.27130000000001,126.30744000000001,121.55904000000001,122.03388,5.15,5.32,5.12,5.14,5.201853030663409,126.30744000000001,113.01192,126.30744000000001,114.19901999999999,CNY,,"CSG Holding Co.,Ltd.",中国南玻集团股份有限公司,19920228,L,南玻A,000012
2018-08-13,000016.SZ,4.41,4.44,4.35,4.43,4.394583390516198,94.2243,95.49474,93.58908,94.43603999999999,4.45,4.51,4.42,4.46,4.4643697628120576,95.49474,82.79034,95.49474,84.90773999999999,CNY,,"Konka Group Co.,Ltd",康佳集团股份有限公司,19920327,L,深康佳A,000016
2018-08-13,000021.SZ,6.5,6.7,6.41,6.65,6.52978814563495,91.44274,91.9961,90.33602,90.88938,6.61,6.65,6.53,6.57,6.573341880550666,91.9961,83.14233999999999,91.9961,86.18582,CNY,,"Shenzhen Kaifa Technology Co., Ltd.",深圳长城开发科技股份有限公司,19940202,L,深科技,000021
2018-08-13,000025.SZ,29.49,30.15,29.3,29.98,29.743326672835167,56.45234,57.4315,56.3017,56.8666,29.98,30.5,29.9,30.2,30.200666267231444,57.4315,48.67555,57.4315,51.970800000000004,CNY,,"Shenzhen Tellus Holding Co.,Ltd",深圳市特力(集团)股份有限公司,19930621,L,特力A,000025
2018-08-13,000027.SZ,5.079999999999999,5.13,5.030000000000001,5.1,5.077087049990287,68.19391999999999,68.86511999999999,67.92544,68.86511999999999,5.079999999999999,5.13,5.06,5.13,5.098288190738554,71.8184,66.4488,68.86511999999999,66.4488,CNY,,"Shenzhen Energy Group Co., Ltd.",深圳能源集团股份有限公司,19930903,L,深圳能源,000027
2018-08-13,000028.SZ,43.49,44.75,43.1,44.6,44.1406561145185,174.1184,180.48191999999997,173.33759999999998,179.66208,44.6,46.23,44.4,46.02,45.72637447664339,188.5632,168.61375999999998,180.48191999999997,171.85408,CNY,,China National Accord Medicines Corporation Ltd.,国药集团一致药业股份有限公司,19930809,L,国药一致,000028
2018-08-13,000030.SZ,4.79,4.79,4.65,4.74,4.703402075183076,15.240060000000001,15.33672,14.9823,15.304499999999999,4.73,4.76,4.65,4.75,4.710534497555487,15.33672,13.145760000000001,15.33672,13.91904,CNY,,FAWER Automotive Parts Limited Company,富奥汽车零部件股份有限公司,19930929,L,富奥股份,000030
2018-08-13,000031.SZ,5.88,6.0,5.81,5.95,5.900840686035118,83.31785,83.59791,81.77752,81.91754999999999,5.95,5.97,5.84,5.85,5.869688533332638,83.59791,75.89626,83.59791,76.03629,CNY,,"COFCO Property (Group) Co.,Ltd.",中粮地产(集团)股份有限公司,19931008,L,中粮地产,000031
2018-08-14,000001.SZ,9.03,9.04,8.94,9.0,8.979506641357405,974.43962,974.43962,945.27125,949.59249,9.02,9.02,8.75,8.79,8.871144154941767,1139.7270500000002,933.3878400000001,1000.36706,933.3878400000001,CNY,,"Ping An Bank Co., Ltd.",平安银行股份有限公司,19910403,L,平安银行,000001
2018-08-14,000002.SZ,22.134606218633472,22.182724927804415,21.220350744385566,21.480191773908658,21.567082918391694,3074.1470000000004,3100.234,3050.806,3061.7900000000004,21.547557966747977,21.730409061597555,21.383954355566768,21.46094429024028,21.565160974780262,3505.35276,2967.0530000000003,3292.454,2967.0530000000003,CNY,,"China Vanke Co.,Ltd.",万科企业股份有限公司,19910129,L,万科A,000002
2018-08-14,000006.SZ,5.6,5.77,5.57,5.69,5.672750704577763,196.11498,197.14175999999998,188.243,188.58525999999998,5.73,5.76,5.5,5.51,5.596806763518478,197.14175999999998,171.47225999999998,197.14175999999998,183.10909999999998,CNY,,"Shenzhen Zhenye(Group) Co.,Ltd.",深圳市振业(集团)股份有限公司,19920427,L,深振业A,000006
2018-08-14,000008.SZ,3.89,3.98,3.87,3.88,3.9049793553117316,87.09525,87.318,83.08574999999999,83.75399999999999,3.91,3.9200000000000004,3.73,3.76,3.7998064149257487,111.375,80.6355,87.318,80.6355,CNY,,"China High Speed Railway Technology Co., Ltd.",神州高铁技术股份有限公司,19920507,L,神州高铁,000008
2018-08-14,000009.SZ,4.81,4.89,4.78,4.82,4.825886116842211,35.64176,35.64176,34.6108,34.68444,4.84,4.84,4.7,4.71,4.752444282733495,35.64176,32.91708,35.64176,33.57984,CNY,,"China Baoan Group Co.,Ltd.",中国宝安集团股份有限公司,19910625,L,中国宝安,000009
2018-08-14,000011.SZ,11.09,12.2,10.95,11.61,11.50812293471296,39.95782,41.84889999999999,39.3975,40.37806,11.41,11.95,11.250000000000002,11.53,11.547106955717203,43.810019999999994,36.70096,41.84889999999999,36.70096,CNY,,Shenzhen Properties & Resources Development (Group) Ltd.,深圳市物业发展(集团)股份有限公司,19920330,L,深物业A,000011
2018-08-14,000012.SZ,5.15,5.32,5.12,5.14,5.201853030663409,121.79646,122.74614,119.42226000000001,120.13452,5.13,5.17,5.03,5.06,5.10371980432265,122.74614,113.01192,122.74614,114.19901999999999,CNY,,"CSG Holding Co.,Ltd.",中国南玻集团股份有限公司,19920228,L,南玻A,000012
