date,y_l_rise,y_l_decline,y_s_rise,y_s_decline,y_l
2018-07-13,0.08361581920903949,-0.027118644067796627,0.039548022598870025,-0.027118644067796627,0.08361581920903949
2018-07-13,0.06358626536668077,-0.13013988978380664,0.0029673590504450953,-0.06655362441712598,-0.13013988978380664
2018-07-13,0.1399999999999999,-0.030909090909090886,0.009090909090909038,-0.030909090909090886,0.1399999999999999
2018-07-13,,,,,
2018-07-13,0.07505070993914797,-0.06732095277995553,0.07505070993914797,-0.014198782961460377,0.07505070993914797
2018-07-13,0.24342745861733195,-0.0447906523855891,0.009737098344693385,-0.0447906523855891,0.24342745861733195
2018-07-13,0.08130081300813008,-0.03048780487804892,0.0,-0.03048780487804892,0.08130081300813008
2018-07-13,0.005964214711729365,-0.16103379721669997,0.005964214711729365,-0.07952286282306176,-0.16103379721669997
2018-07-13,0.061674008810572944,-0.09251101321585897,0.05433186490455233,-0.013215859030836996,-0.09251101321585897
2018-07-13,0.08057324840764335,-0.08248407643312106,0.02993630573248418,-0.002547770700636831,-0.08248407643312106
2018-07-13,0.06557377049180335,-0.02254098360655743,0.020491803278688714,-0.02254098360655743,0.06557377049180335
2018-07-13,0.0088659793814434,-0.18288659793814432,0.0088659793814434,-0.07195876288659797,-0.18288659793814432
2018-07-13,0.03783783783783767,-0.11558277027027053,0.020270270270270174,-0.016216216216216384,-0.11558277027027053
2018-07-13,0.06621392190152808,-0.047538200339558356,0.0,-0.03904923599320875,0.06621392190152808
2018-07-16,0.097254004576659,-0.014874141876430325,0.08123569794050334,-0.014874141876430325,0.097254004576659
2018-07-16,0.08850325379609547,-0.10976138828633408,0.03687635574837311,-0.04468546637744042,-0.10976138828633408
2018-07-16,0.1462522851919561,-0.025594149908592323,0.027422303473491727,-0.025594149908592323,0.1462522851919561
2018-07-16,,,,,
2018-07-16,0.06000000000000005,-0.08037845944103605,0.06000000000000005,-0.019999999999999796,-0.08037845944103605
2018-07-16,0.24585365853658514,-0.04292682926829272,0.008780487804878057,-0.04292682926829272,0.24585365853658514
2018-07-16,0.08571428571428585,-0.026530612244898055,0.01632653061224487,-0.026530612244898055,0.08571428571428585
2018-07-16,0.009999999999999787,-0.15600000000000014,0.008000000000000007,-0.07400000000000007,-0.15600000000000014
2018-07-16,0.050872093023256015,-0.1017441860465117,0.043604651162790775,-0.023255813953488413,-0.1017441860465117
2018-07-16,0.05503731343283591,-0.10416666666666663,0.002798507462686839,-0.026119402985074425,-0.10416666666666663
2018-07-16,0.06995884773662553,-0.0185185185185186,0.026748971193415683,-0.0185185185185186,0.06995884773662553
2018-07-16,0.003112033195020736,-0.1778008298755187,0.003112033195020736,-0.09004149377593373,-0.1778008298755187
2018-07-16,0.036437246963562764,-0.11677631578947378,0.029689608636976894,-0.013495276653171406,-0.11677631578947378
2018-07-16,0.08089500860585197,-0.03442340791738363,0.015490533562822817,-0.025817555938037806,0.08089500860585197
2018-07-17,0.09600000000000009,-0.016000000000000125,0.09600000000000009,-0.016000000000000125,0.09600000000000009
2018-07-17,0.0899218071242398,-0.10860121633362296,0.0899218071242398,-0.04344048653344923,-0.10860121633362296
2018-07-17,0.13586956521739135,-0.034420289855072395,0.061594202898550776,-0.034420289855072395,0.13586956521739135
2018-07-17,,,,,
2018-07-17,0.025242718446601975,-0.10716355285537493,0.025242718446601975,-0.046601941747572706,-0.10716355285537493
2018-07-17,0.24585365853658514,-0.04292682926829272,0.029268292682926855,-0.04292682926829272,0.24585365853658514
2018-07-17,0.0924024640657084,-0.020533880903490953,0.06570841889117052,-0.020533880903490953,0.0924024640657084
2018-07-17,0.00397614314115291,-0.16103379721669997,0.001988071570576455,-0.07952286282306176,-0.16103379721669997
2018-07-17,0.034334763948498104,-0.11587982832618027,0.027181688125894166,-0.03862660944206009,-0.11587982832618027
2018-07-17,0.06197183098591541,-0.09827856025039128,0.029733959311424085,-0.019718309859154903,-0.09827856025039128
2018-07-17,0.08786610878661083,0.0,0.08786610878661083,0.0,0.08786610878661083
2018-07-17,0.015357992645468554,-0.14276443867618416,0.015357992645468554,-0.05126541207008428,-0.14276443867618416
2018-07-17,0.033647375504710864,-0.11915376850605652,0.033647375504710864,-0.009421265141318802,-0.11915376850605652
2018-07-17,0.07350427350427369,-0.04102564102564088,0.07350427350427369,-0.03247863247863236,0.07350427350427369
2018-07-18,0.09600000000000009,-0.016000000000000125,0.09600000000000009,-0.016000000000000125,0.09600000000000009
2018-07-18,0.10528634361233502,-0.09603524229074889,0.10528634361233502,-0.02995594713656391,0.10528634361233502
2018-07-18,0.14207650273224037,-0.029143897996357082,0.06921675774134783,-0.029143897996357082,0.14207650273224037
2018-07-18,,,,,
2018-07-18,0.02564102564102555,-0.09307540378800416,0.021696252465483123,-0.0315581854043393,-0.09307540378800416
2018-07-18,0.24221789883268485,-0.0457198443579766,0.04961089494163429,-0.0457198443579766,0.24221789883268485
2018-07-18,0.0901639344262295,-0.02254098360655754,0.0901639344262295,-0.02254098360655754,0.0901639344262295
2018-07-18,0.01814516129032251,-0.14919354838709686,0.016129032258064502,-0.06653225806451613,-0.14919354838709686
2018-07-18,0.04630969609261948,-0.105643994211288,0.04630969609261948,-0.02749638205499283,-0.105643994211288
2018-07-18,0.06031249999999999,-0.09968750000000004,0.05218750000000005,-0.02124999999999999,-0.09968750000000004
2018-07-18,0.06776180698151935,-0.01437371663244369,0.06776180698151935,-0.01437371663244369,0.06776180698151935
2018-07-18,0.01404190969971908,-0.14387556707712246,0.01404190969971908,-0.052495139338950225,-0.14387556707712246
