date,code,layer2_l2_y_l_r_pred,layer2_l2_y_l_r_tree0_leaf,layer2_l2_y_l_r_tree1_leaf,layer2_l2_y_l_r_tree2_leaf,layer2_l2_y_l_r_tree3_leaf,layer2_l2_y_l_r_tree4_leaf,layer2_l2_y_l_r_tree5_leaf,layer2_l2_y_l_r_tree6_leaf,layer2_l2_y_l_r_tree7_leaf,layer2_l2_y_l_r_tree8_leaf,layer2_l2_y_l_r_tree9_leaf,layer2_l2_y_l_r_tree10_leaf,layer2_l2_y_l_r_tree11_leaf,layer2_l2_y_l_r_tree12_leaf,layer2_l2_y_l_r_tree13_leaf,layer2_l2_y_l_r_tree14_leaf,layer2_l2_y_l_r_tree15_leaf,layer2_l2_y_l_r_tree16_leaf,layer2_l2_y_l_r_tree17_leaf,layer2_l2_y_l_r_tree18_leaf,layer2_l2_y_l_r_tree19_leaf,layer2_l2_y_l_r_tree20_leaf,layer2_l2_y_l_r_tree21_leaf,layer2_l2_y_l_r_tree22_leaf,layer2_l2_y_l_r_tree23_leaf,layer2_l2_y_l_r_tree24_leaf,layer2_l2_y_l_r_tree25_leaf,layer2_l2_y_l_r_tree26_leaf,layer2_l2_y_l_r_tree27_leaf,layer2_l2_y_l_r_tree28_leaf,layer2_l2_y_l_r_tree29_leaf
20190218,000027.SZ,0.024595141943666087,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,21,5,18,6,11,7,20,8,7,22,16,10,16,2,2
20190218,000028.SZ,0.020023297501552146,19,4,17,19,4,24,4,21,8,26,6,18,13,6,8,21,5,9,6,11,7,20,8,7,22,16,10,16,15,2
20190218,000029.SZ,0.00040378283233468375,14,10,9,14,7,16,8,8,7,6,6,18,8,29,25,7,5,11,6,11,7,20,2,7,22,16,10,5,9,2
20190218,000030.SZ,0.04113273175550135,9,30,24,9,9,24,9,21,8,26,14,18,13,13,8,21,15,19,22,11,7,30,8,2,26,16,11,16,2,2
20190218,000031.SZ,0.01356865070097989,14,10,17,19,7,16,8,8,17,26,6,15,8,29,8,21,5,19,6,11,7,20,2,7,22,14,10,16,15,2
20190218,000034.SZ,-0.06299310674204409,24,18,22,30,2,30,18,16,16,20,2,11,2,30,16,2,22,11,26,2,12,7,2,2,16,22,3,17,17,2
20190218,000035.SZ,0.014990510351269089,19,10,17,19,4,16,4,8,17,4,6,15,4,29,8,14,15,18,22,10,30,12,2,2,26,2,11,17,15,2
20190218,000036.SZ,0.0021300932885394168,4,4,4,19,4,28,4,4,17,4,10,16,4,29,8,14,23,19,26,10,12,30,27,7,26,23,11,21,15,2
20190218,000039.SZ,0.035065286445184966,9,30,24,9,9,24,9,21,8,26,14,17,13,13,8,21,15,9,22,17,12,12,8,2,26,16,11,16,2,2
20190218,000040.SZ,-0.019670854837202247,4,4,4,4,4,28,4,24,16,4,2,4,4,6,16,2,20,9,23,27,12,7,27,2,10,22,6,21,17,2
20190218,000042.SZ,0.017387038009259715,19,10,17,19,7,16,8,8,17,26,6,15,4,29,8,21,15,13,22,4,12,20,27,7,26,14,11,16,15,2
20190218,000043.SZ,0.032200521155638234,19,4,17,9,4,24,4,21,8,26,6,15,13,29,8,21,15,19,22,10,12,30,8,7,26,14,11,16,15,2
20190218,000046.SZ,0.05468680895692931,18,9,24,9,9,24,9,9,11,26,14,12,13,13,8,21,15,13,22,21,7,12,8,7,26,14,11,16,2,2
20190218,000049.SZ,0.020261351598742077,9,30,24,9,9,28,9,4,4,4,11,16,4,4,8,14,23,13,26,10,12,12,27,2,26,23,11,21,15,2
20190218,000050.SZ,-0.024553530729116268,13,18,11,30,2,2,18,16,2,20,2,11,25,6,2,2,20,5,23,27,9,5,27,14,10,22,6,21,17,2
20190218,000058.SZ,-0.01834021974272464,4,18,4,23,4,4,4,8,13,4,2,4,4,30,16,2,22,13,26,2,12,7,27,7,16,0,3,17,0,2
20190218,000059.SZ,0.006390141123756284,19,10,17,19,4,16,4,30,17,26,6,18,4,6,8,7,5,9,6,11,7,20,27,2,22,16,10,16,9,2
20190218,000060.SZ,0.0005646653613622067,14,10,17,19,7,16,8,30,17,26,6,18,8,6,8,7,5,9,6,11,7,20,27,2,22,16,10,16,9,2
20190218,000061.SZ,0.03392501568516672,9,30,24,9,4,28,4,21,8,4,14,15,13,4,8,14,15,19,22,10,12,12,8,7,26,23,11,17,2,2
20190218,000062.SZ,0.012432217268494226,19,10,17,19,4,16,4,30,17,26,6,18,4,6,8,21,15,9,22,11,7,20,27,2,26,16,11,16,15,2
20190218,000063.SZ,0.016655471266817077,4,4,4,9,4,28,4,4,8,9,11,10,13,19,8,14,30,18,2,4,4,12,8,5,26,23,11,21,2,29
20190218,000065.SZ,0.026857156001892677,19,4,17,19,4,24,4,21,8,26,6,18,13,29,8,21,15,13,22,11,7,20,8,7,22,16,11,16,15,2
20190218,000066.SZ,-0.022630822373214243,13,18,11,14,10,4,18,30,2,25,2,4,8,6,16,14,19,11,2,27,12,12,27,7,26,15,6,21,17,2
20190218,000069.SZ,0.034069442184691386,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,21,15,19,22,11,7,12,8,7,26,16,11,16,15,2
20190218,000070.SZ,-0.05673018117161485,13,2,11,17,2,2,2,16,13,2,23,2,2,2,2,9,19,5,19,28,9,5,6,14,16,22,6,0,17,12
20190218,000078.SZ,-0.020913057344467304,26,14,9,30,7,18,8,16,7,25,6,11,8,29,25,14,5,30,6,10,12,20,27,7,9,23,10,21,15,2
20190218,000088.SZ,0.022452138811304676,19,4,17,9,4,24,4,21,8,26,14,18,13,6,8,21,15,9,22,17,12,11,8,7,14,16,11,16,2,2
20190218,000089.SZ,0.02547594634185797,19,4,17,19,4,24,4,21,17,26,6,18,13,29,8,21,15,18,22,11,7,20,8,7,26,16,11,16,15,2
20190218,000090.SZ,0.012364804773210558,19,10,17,19,7,16,8,30,17,26,6,15,4,6,8,21,15,9,22,10,12,12,27,7,26,14,11,16,15,2
20190218,000096.SZ,0.017065621779324577,19,10,17,19,7,16,8,8,17,26,6,15,4,29,8,21,15,19,22,10,12,20,27,2,26,14,11,16,15,2
20190218,000100.SZ,0.0315556234941416,19,4,17,9,4,24,4,21,8,9,14,17,13,18,8,6,18,19,29,17,4,12,8,28,26,16,11,6,2,17
20190218,000150.SZ,-0.06682391783099707,13,2,11,17,2,2,2,16,2,2,2,2,2,6,2,9,20,5,19,27,9,5,7,14,10,0,6,0,17,12
20190218,000155.SZ,0.01311190530201006,19,4,17,19,4,28,4,21,17,4,6,4,4,29,16,14,15,13,22,4,12,12,27,7,26,23,11,21,17,2
20190218,000156.SZ,0.016118345136335917,19,10,17,19,7,16,8,8,17,26,6,15,4,29,8,21,15,13,22,10,12,12,2,2,26,14,11,16,2,2
20190218,000157.SZ,0.03841546994837907,9,30,24,9,9,24,9,21,8,26,14,18,13,13,8,21,15,9,22,11,7,20,8,7,26,16,11,16,2,2
20190218,000158.SZ,0.009593198210876015,19,10,17,19,7,16,8,30,17,26,6,15,13,6,8,14,15,9,22,10,12,20,8,7,9,14,11,21,15,2
20190218,000166.SZ,0.02403169652151126,19,4,17,9,4,24,4,21,8,9,6,18,13,6,8,21,15,9,22,11,4,20,8,7,14,16,11,16,2,2
20190218,000301.SZ,-0.005283359250595279,14,10,9,30,7,16,8,30,17,25,6,15,8,6,25,7,5,11,6,10,12,20,27,7,9,14,10,16,9,2
20190218,000333.SZ,0.0027576898897653784,19,4,17,19,4,28,4,21,17,22,6,17,4,29,8,8,5,13,6,17,12,20,27,2,25,23,10,6,15,2
20190218,000338.SZ,0.024833872218659982,19,4,17,9,4,24,4,21,8,9,6,17,13,18,8,21,15,18,22,17,4,11,8,28,14,16,11,16,2,17
20190218,000400.SZ,0.030022125073057196,9,30,24,9,9,24,9,21,8,26,14,17,13,4,8,8,15,9,22,17,12,12,8,7,26,23,11,6,2,2
20190218,000401.SZ,0.017551228521168857,19,4,17,19,4,24,4,21,8,26,6,17,13,29,8,8,15,19,22,17,30,11,8,7,14,16,11,6,2,2
20190218,000402.SZ,0.023858290778461768,19,4,17,19,4,24,4,21,8,26,6,18,13,6,8,21,15,9,22,11,7,20,8,7,26,16,11,16,15,2
20190218,000407.SZ,0.016834348363868868,19,4,17,19,4,24,4,21,4,26,6,15,4,29,8,14,5,13,6,10,12,20,27,2,9,14,10,21,15,2
20190218,000413.SZ,-0.0016191835478276263,4,4,4,19,4,28,4,4,4,22,10,4,4,6,2,8,7,9,7,27,12,30,27,2,26,23,0,6,17,2
20190218,000415.SZ,0.03093905476681948,9,30,24,9,4,24,9,21,4,26,14,18,4,13,8,7,5,13,6,11,7,20,27,7,22,16,10,16,15,2
20190218,000417.SZ,-0.007274313180838611,14,10,9,30,7,18,8,30,7,25,6,18,8,6,25,21,5,11,6,11,7,20,27,7,22,16,10,16,15,2
20190218,000418.SZ,-0.015230686571071978,14,10,9,30,7,16,8,8,7,25,6,16,8,29,25,8,5,11,6,17,12,20,27,2,25,23,10,6,9,2
20190218,000423.SZ,0.015256439519904474,19,4,17,19,4,24,4,21,4,26,6,18,4,6,8,21,15,9,22,17,12,20,27,7,25,16,11,16,15,2
20190218,000425.SZ,0.03242539643850764,9,30,24,9,4,24,4,21,8,9,14,18,13,13,8,21,15,9,22,17,4,20,8,28,25,16,11,16,2,29
20190218,000426.SZ,-0.016352111222498873,4,4,4,9,4,8,4,4,4,4,4,4,4,6,16,2,19,0,2,2,0,12,27,7,26,15,6,21,17,2
20190218,000429.SZ,0.03294145405753339,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,21,15,19,22,11,7,30,8,7,26,16,11,16,15,2
20190218,000488.SZ,0.03643983096403472,9,30,24,9,9,24,9,21,4,26,14,15,4,13,8,7,5,19,6,11,7,20,27,7,22,14,10,16,15,2
20190218,000498.SZ,-0.00930512210130216,14,10,9,30,7,18,8,8,7,25,6,15,8,29,17,14,5,30,6,4,30,20,27,7,9,2,10,21,15,2
20190218,000501.SZ,0.004676427818051688,19,10,17,19,7,16,8,30,17,26,6,18,4,6,8,7,5,9,6,11,7,20,27,7,22,16,10,16,15,2
20190218,000503.SZ,-0.08512563976476571,2,12,2,17,20,30,22,5,22,21,24,11,24,17,16,2,14,11,2,27,12,7,2,2,0,0,6,9,17,2
20190218,000507.SZ,0.011337127938179332,19,4,17,9,4,28,4,21,8,22,14,17,4,29,8,8,15,13,22,17,12,11,27,7,14,23,11,6,2,2
20190218,000513.SZ,-0.0050765423855807295,14,10,9,30,7,18,8,16,7,25,6,4,8,29,25,14,15,11,22,4,12,20,27,7,26,14,11,17,15,2
20190218,000516.SZ,0.023452799430319266,19,4,17,19,4,24,4,21,4,26,6,15,4,29,8,21,5,19,6,11,7,20,27,7,22,14,10,16,15,2
20190218,000517.SZ,0.03807683629654354,9,30,24,9,4,24,4,21,8,26,14,15,13,4,8,14,15,13,22,10,12,12,8,7,26,14,11,21,15,2
20190218,000525.SZ,0.010817828508238179,19,10,17,19,7,16,8,8,17,26,6,18,4,29,8,21,5,13,6,11,7,20,27,2,22,16,10,16,15,2
20190218,000528.SZ,0.0050584001914965974,19,10,17,19,4,16,4,30,17,4,6,15,13,6,8,14,5,9,6,4,12,20,8,2,9,23,10,21,2,2
20190218,000533.SZ,-0.05103783160796443,24,18,22,4,10,4,18,30,16,4,2,4,2,6,16,2,22,9,26,2,12,7,27,7,16,0,3,21,0,2
20190218,000536.SZ,0.021383949124467602,9,30,24,9,4,23,4,4,4,4,11,10,4,6,8,14,20,9,23,28,12,5,27,7,10,0,0,21,7,2
20190218,000537.SZ,0.03863004691298045,9,30,24,9,9,24,9,21,4,26,14,15,4,13,8,21,15,13,22,10,12,12,27,7,26,14,11,16,2,2
20190218,000538.SZ,0.02273522343347857,19,4,17,9,4,24,4,21,8,26,14,18,13,6,8,21,5,9,6,11,7,20,8,7,22,16,11,16,2,2
20190218,000539.SZ,0.027790324453563282,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,21,5,19,6,11,7,20,8,7,22,16,11,16,2,2
20190218,000540.SZ,0.0009426758759567742,17,20,30,15,14,1,14,13,15,9,16,20,28,14,20,4,20,13,21,9,5,7,7,15,0,5,6,17,6,12
20190218,000541.SZ,-0.0070040566885835156,14,10,9,30,7,16,8,30,7,25,6,18,8,6,25,7,5,11,6,11,7,20,27,7,22,16,10,16,9,2
20190218,000543.SZ,0.02563540537793894,19,4,17,19,4,24,4,21,4,26,6,18,4,29,8,21,15,19,22,11,7,20,2,7,22,16,11,16,15,2
20190218,000546.SZ,0.01857501342223983,14,10,17,19,7,16,8,8,17,26,6,15,8,29,8,21,15,19,22,4,7,12,27,7,26,14,11,16,15,2
20190218,000547.SZ,0.032381249807760894,9,30,24,9,4,28,4,21,8,4,11,15,4,4,8,14,15,13,22,10,12,12,2,7,26,23,11,17,15,2
20190218,000550.SZ,0.011847715998313735,14,10,18,19,7,16,8,8,17,4,6,21,8,29,8,14,15,19,22,4,30,11,8,7,14,23,11,17,9,2
20190218,000552.SZ,0.028391239103430926,9,30,24,9,4,24,4,21,8,26,14,18,13,6,8,7,5,9,6,11,7,20,8,7,22,16,10,16,15,2
20190218,000553.SZ,0.0271887784224883,19,4,17,19,4,24,4,21,4,26,6,15,4,29,8,21,15,13,22,4,12,12,2,7,14,14,11,16,15,2
20190218,000555.SZ,-0.005844004347393998,9,30,8,9,9,8,9,4,4,4,4,4,4,4,2,2,7,5,7,27,9,7,27,14,10,0,3,21,17,2
20190218,000558.SZ,0.0408231307415558,9,30,24,9,9,24,9,21,4,26,14,15,4,4,8,14,15,19,22,10,12,12,2,7,26,14,11,17,15,2
20190218,000559.SZ,0.01524129142273957,14,10,17,19,7,16,8,8,17,26,6,15,8,29,8,21,15,19,22,10,12,20,2,7,9,14,11,16,15,2
20190218,000560.SZ,0.00012130632611176352,4,10,4,19,7,16,8,30,17,4,6,16,4,6,8,14,15,9,22,10,12,12,27,7,26,23,11,21,15,2
20190218,000563.SZ,0.023333101447237613,19,4,17,9,4,24,4,21,8,26,14,17,13,29,8,8,15,13,22,17,12,12,8,7,26,16,11,6,15,2
20190218,000564.SZ,-0.019152678153008192,14,18,9,30,10,16,10,8,17,25,10,16,8,30,17,14,23,11,26,10,12,12,2,2,26,23,11,17,15,2
20190218,000568.SZ,-0.01148779075778587,14,10,9,30,7,18,8,8,7,25,6,17,8,29,25,8,15,11,22,17,12,30,27,2,26,23,11,6,2,2
20190218,000572.SZ,0.05480822040569329,18,9,24,1,9,1,9,9,11,26,14,12,13,4,6,14,15,9,22,21,12,12,8,7,26,14,11,21,2,2
20190218,000576.SZ,-0.018555394963272215,14,10,9,30,7,16,8,8,7,25,2,4,8,29,14,14,23,11,26,4,12,12,27,7,26,23,2,21,17,2
20190218,000581.SZ,0.025148867433454136,19,4,17,9,4,24,4,21,8,26,6,18,13,6,8,21,15,9,22,11,7,20,8,7,14,16,11,16,15,2
20190218,000582.SZ,0.034067286865578986,9,30,24,9,4,24,4,21,4,26,14,18,4,13,8,21,15,9,22,11,7,12,27,2,26,16,11,16,15,2
20190218,000584.SZ,0.0019341566077686828,9,30,8,9,9,8,9,4,4,4,4,4,4,4,2,2,7,5,7,27,9,12,27,7,26,23,3,21,17,2
20190218,000587.SZ,0.06265917502159375,1,9,19,1,9,1,11,13,11,1,16,12,29,14,20,14,7,9,7,21,12,12,27,7,26,23,6,9,7,2
20190218,000591.SZ,0.011461882062811679,19,10,17,19,4,16,4,30,17,4,6,15,13,6,8,14,15,9,22,10,12,12,8,2,26,23,11,21,15,2
20190218,000592.SZ,-0.013914790491621871,4,4,4,23,4,23,4,4,4,4,2,4,4,6,14,12,20,9,10,28,12,5,7,7,10,0,6,21,17,24
20190218,000596.SZ,-0.041597585810106856,13,2,11,17,2,2,2,16,2,21,2,11,2,2,2,9,19,11,23,27,12,5,27,2,10,22,6,17,17,2
20190218,000598.SZ,0.027247566016102943,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,21,5,18,6,11,7,20,8,7,22,16,11,16,15,2
20190218,000600.SZ,0.0337172417478954,9,30,24,9,9,28,9,21,4,4,11,15,4,4,8,14,15,19,22,4,12,12,27,7,26,23,11,17,2,2
20190218,000601.SZ,0.04423036984567665,9,30,24,9,9,24,9,21,8,26,14,15,4,13,8,21,15,13,22,11,7,12,2,7,26,14,11,16,15,2
20190218,000603.SZ,0.00816409690140257,4,4,4,9,4,28,4,4,8,4,11,10,13,6,8,14,23,9,26,4,30,12,8,2,26,23,11,21,2,2
20190218,000607.SZ,0.023601642748983978,9,30,24,9,9,28,9,4,4,4,11,4,4,4,8,14,23,9,26,4,12,12,27,7,26,23,11,21,7,2
20190218,000612.SZ,0.03947357454726773,9,30,24,9,9,24,9,21,8,26,14,18,13,13,8,21,15,9,22,11,7,11,8,7,14,16,11,16,15,2
20190218,000615.SZ,0.042100239533143825,9,30,24,9,9,24,9,21,8,26,14,15,4,13,8,21,15,13,22,11,7,30,27,7,26,14,11,16,15,2
20190218,000617.SZ,0.01890685678790142,19,4,17,9,4,28,4,21,8,4,11,15,13,6,8,14,15,9,22,10,12,30,8,7,26,23,11,21,2,2
20190218,000620.SZ,0.040635120791341746,9,30,24,9,9,24,9,21,4,26,14,15,4,13,8,21,15,19,22,11,7,12,27,2,26,14,11,16,2,2
20190218,000623.SZ,0.023035544599384773,19,4,17,19,4,24,4,21,8,26,6,18,13,6,8,21,15,9,22,11,7,20,8,7,14,16,11,16,15,2
20190218,000625.SZ,0.015314538623566501,14,10,18,19,7,16,8,8,17,9,6,15,8,29,8,14,15,19,22,4,4,11,8,5,14,23,11,17,2,17
20190218,000627.SZ,0.026472411944695285,19,4,17,9,4,24,4,21,4,26,14,15,4,29,8,21,5,13,6,11,7,20,27,7,22,14,11,16,15,2
20190218,000630.SZ,0.024595141943666087,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,21,5,18,6,11,7,20,8,7,22,16,10,16,2,2
20190218,000631.SZ,0.027879114921484167,19,4,17,9,4,24,4,21,8,26,14,15,4,29,8,21,5,19,6,10,12,20,27,7,9,14,11,16,15,2
20190218,000636.SZ,-0.05593592631775439,2,2,2,17,2,2,2,16,2,21,2,2,2,5,2,9,4,5,23,27,9,5,27,14,10,0,6,21,17,26
20190218,000650.SZ,0.007691205604657957,14,10,17,19,7,16,8,8,17,4,6,15,8,29,8,14,15,13,22,10,12,12,27,7,26,23,11,21,2,2
20190218,000651.SZ,0.009188395011484822,19,10,17,19,7,16,8,8,17,26,6,18,4,29,8,7,5,18,6,11,7,20,27,7,22,16,10,16,15,2
20190218,000652.SZ,-0.010999342475600887,14,18,9,30,10,16,18,8,17,25,2,4,8,29,16,14,23,11,26,4,12,12,2,7,26,23,11,17,17,2
20190218,000656.SZ,0.04525256641953153,9,30,24,9,9,24,9,21,8,9,14,15,13,13,8,21,15,18,22,11,4,30,8,5,26,14,11,16,2,16
20190218,000657.SZ,0.04794099732362235,18,9,24,9,9,24,9,9,4,26,14,15,4,13,8,21,15,13,22,21,7,12,27,7,14,14,11,16,15,2
20190218,000661.SZ,-0.03138430587507636,26,28,9,30,2,18,18,16,7,25,2,11,8,30,16,14,23,30,26,4,12,30,27,7,26,23,11,21,17,2
20190218,000662.SZ,-0.006922663223058807,14,18,4,19,10,16,18,8,17,4,2,10,8,30,8,14,23,13,26,4,12,12,8,7,26,23,11,21,2,2
20190218,000665.SZ,0.01628684274921517,9,30,24,9,4,24,4,21,4,26,14,4,4,6,16,14,5,9,6,10,12,20,27,2,9,14,10,21,17,2
20190218,000666.SZ,-0.03026905415906212,24,18,22,30,10,4,18,8,16,6,2,4,2,2,25,14,19,30,23,27,12,11,27,2,14,23,6,17,9,2
20190218,000667.SZ,0.02178032501081473,19,4,17,19,4,24,4,21,17,26,6,18,4,29,8,21,5,19,6,11,7,20,27,7,22,16,10,16,15,2
20190218,000669.SZ,0.015584733355830601,9,30,24,9,9,25,9,4,4,4,11,10,4,4,8,25,7,13,7,23,12,7,27,7,0,22,3,17,7,12
20190218,000671.SZ,0.019085169858219255,19,10,17,19,7,16,8,8,17,26,6,15,4,29,8,21,15,19,22,11,7,20,27,7,26,14,11,16,15,2
20190218,000673.SZ,0.12995629640198064,22,29,15,22,6,12,6,26,18,8,8,30,1,16,20,14,23,1,26,21,12,12,26,7,26,4,21,9,4,13
20190218,000676.SZ,0.008588011084477081,19,10,17,19,7,16,8,8,17,26,6,4,4,29,16,14,15,13,22,10,12,12,2,7,26,23,11,17,17,2
20190218,000681.SZ,-0.0016682764804044565,14,10,9,30,7,16,8,30,7,25,6,15,8,6,25,14,15,11,22,4,12,12,27,7,26,23,11,21,15,2
20190218,000683.SZ,0.024337057921635572,19,4,17,9,4,24,4,21,8,26,14,15,13,6,8,7,5,9,6,11,7,20,8,7,22,14,10,16,15,2
20190218,000685.SZ,0.02515877208730039,19,4,17,19,4,24,4,21,4,26,6,18,4,29,8,21,15,19,22,11,7,20,27,7,26,16,11,16,15,2
20190218,000686.SZ,0.03746153441319849,9,30,24,9,4,24,9,21,8,26,14,18,13,13,8,21,15,13,22,11,7,11,8,7,14,16,11,16,2,2
20190218,000687.SZ,0.0367451518482568,9,30,24,9,9,28,9,4,8,4,11,15,13,4,8,14,15,13,22,10,12,12,8,7,26,23,11,17,7,2
20190218,000688.SZ,0.023043552915597225,19,4,17,9,4,24,4,21,8,26,14,18,13,29,8,7,5,18,6,11,7,20,8,7,22,16,10,16,2,2
20190218,000690.SZ,0.017258475695714846,19,10,17,19,7,16,8,8,17,26,6,15,4,29,8,21,15,13,22,11,7,20,2,2,22,14,11,16,15,2
20190218,000703.SZ,-0.018008301970286827,14,10,9,30,7,18,8,16,7,25,6,4,8,29,16,2,5,11,6,4,12,20,2,2,9,2,10,21,17,2
20190218,000709.SZ,0.02481054943387877,19,4,17,9,4,24,4,21,8,26,6,18,13,29,8,21,5,18,6,11,7,20,8,7,22,16,10,16,15,2
20190218,000710.SZ,-0.03132702625589363,24,7,4,4,10,4,18,8,16,4,2,4,2,30,2,14,7,13,7,27,12,7,27,7,16,0,6,17,17,2
20190218,000712.SZ,0.040164446986620875,9,30,24,9,4,24,9,21,8,9,14,15,13,4,8,14,15,13,22,4,4,12,8,5,26,23,11,21,2,2
20190218,000717.SZ,0.001788463429116316,4,10,4,19,7,16,8,8,17,4,2,10,4,29,8,14,30,13,2,4,12,30,27,2,26,15,11,17,2,2
20190218,000718.SZ,0.029515958581897827,19,4,17,9,4,24,4,21,8,26,14,15,4,29,8,21,5,19,6,11,7,20,27,7,22,14,11,16,15,2
20190218,000719.SZ,0.0659362984460137,1,9,19,1,9,14,9,9,11,1,14,12,9,13,6,21,15,9,22,21,7,12,8,7,26,14,11,16,2,2
20190218,000723.SZ,-0.03684304391774455,13,18,4,4,10,4,2,30,13,4,2,4,2,6,2,2,20,5,23,27,9,5,27,14,10,22,6,21,17,2
20190218,000725.SZ,0.0210556133762539,9,30,24,9,9,28,29,24,8,9,11,16,13,4,8,8,23,13,26,17,4,30,8,1,26,23,2,6,2,17
20190218,000726.SZ,0.013811366909273336,19,10,17,19,7,16,8,8,17,26,6,18,13,29,8,7,5,19,6,11,7,20,8,7,22,16,10,16,15,2
20190218,000727.SZ,0.011475611710297217,19,10,17,19,4,16,4,30,17,4,6,15,13,6,8,14,15,9,22,4,12,12,8,7,26,23,11,21,2,2
20190218,000728.SZ,0.03523043370233313,9,30,24,9,4,24,4,21,8,26,14,18,13,13,8,21,15,19,22,17,12,11,8,7,14,16,11,16,2,2
20190218,000729.SZ,0.01527462335796102,14,10,17,19,7,16,8,8,17,26,6,18,8,29,8,21,15,19,22,11,7,20,2,7,26,16,11,16,15,2
20190218,000732.SZ,0.020701434060089136,19,4,17,9,4,24,4,21,4,26,6,18,4,29,8,7,5,13,6,11,7,20,2,7,22,16,10,16,9,2
20190218,000733.SZ,0.02221699390128504,19,4,17,9,4,24,4,21,4,26,6,18,4,6,8,21,15,9,22,11,7,20,27,7,26,16,11,16,15,2
20190218,000735.SZ,-0.041727331344210715,24,18,22,23,10,4,18,30,13,4,2,4,2,6,16,2,23,9,26,2,30,2,27,7,14,23,3,21,17,2
20190218,000738.SZ,0.03806543005535231,9,30,24,9,9,24,9,21,8,26,14,18,13,13,8,7,5,19,6,11,7,20,8,7,22,16,10,16,15,2
20190218,000739.SZ,0.0384234956693505,9,30,24,9,4,24,4,21,8,26,14,18,13,13,8,21,15,13,22,11,7,12,8,7,26,16,11,16,2,2
20190218,000750.SZ,0.03371759461029925,9,30,24,9,9,29,29,4,8,9,11,10,13,4,8,14,23,13,26,4,4,11,8,1,14,23,11,17,2,16
20190218,000751.SZ,0.0062627339542532965,19,10,17,19,7,16,8,30,17,26,6,18,13,6,8,7,5,9,6,11,7,20,8,7,22,16,10,16,9,2
20190218,000756.SZ,0.027900977579891902,19,4,17,19,4,24,4,21,8,26,6,15,13,29,8,21,15,13,22,10,12,30,8,7,26,14,11,16,9,2
