date,code,layer2_l2_y_l_r_pred,layer2_l2_y_l_r_tree0_leaf,layer2_l2_y_l_r_tree1_leaf,layer2_l2_y_l_r_tree2_leaf,layer2_l2_y_l_r_tree3_leaf,layer2_l2_y_l_r_tree4_leaf,layer2_l2_y_l_r_tree5_leaf,layer2_l2_y_l_r_tree6_leaf,layer2_l2_y_l_r_tree7_leaf,layer2_l2_y_l_r_tree8_leaf,layer2_l2_y_l_r_tree9_leaf,layer2_l2_y_l_r_tree10_leaf,layer2_l2_y_l_r_tree11_leaf,layer2_l2_y_l_r_tree12_leaf,layer2_l2_y_l_r_tree13_leaf,layer2_l2_y_l_r_tree14_leaf,layer2_l2_y_l_r_tree15_leaf,layer2_l2_y_l_r_tree16_leaf,layer2_l2_y_l_r_tree17_leaf,layer2_l2_y_l_r_tree18_leaf,layer2_l2_y_l_r_tree19_leaf,layer2_l2_y_l_r_tree20_leaf,layer2_l2_y_l_r_tree21_leaf,layer2_l2_y_l_r_tree22_leaf,layer2_l2_y_l_r_tree23_leaf,layer2_l2_y_l_r_tree24_leaf,layer2_l2_y_l_r_tree25_leaf,layer2_l2_y_l_r_tree26_leaf,layer2_l2_y_l_r_tree27_leaf,layer2_l2_y_l_r_tree28_leaf,layer2_l2_y_l_r_tree29_leaf
20190221,000059.SZ,0.016712383237223218,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,4,9,22,6,7,17,4,6,8,6,1,9,8
20190221,000060.SZ,0.02391461686121142,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,17,9,22,6,19,8,4,30,27,6,14,9,8
20190221,000061.SZ,0.0035605855477761766,4,4,14,22,21,14,5,27,14,27,19,14,10,12,29,9,7,5,3,12,6,7,6,9,30,0,19,25,30,8
20190221,000062.SZ,0.0004442119585136658,14,14,4,16,12,4,8,8,4,4,13,14,7,12,4,8,7,5,3,23,6,7,17,5,30,24,6,14,30,8
20190221,000063.SZ,0.028995169616114945,27,20,14,9,8,14,18,10,14,28,9,21,10,11,17,21,30,30,1,18,4,30,8,5,8,0,17,14,25,7
20190221,000065.SZ,-0.006076960598663825,14,14,15,16,12,4,8,8,4,4,13,12,7,18,4,8,7,5,3,23,6,7,17,4,7,27,6,1,1,8
20190221,000066.SZ,-0.024241552031001787,8,7,2,29,27,4,2,8,12,4,23,2,20,18,4,8,30,2,3,18,4,30,18,5,8,0,6,15,30,13
20190221,000069.SZ,0.021703482840631262,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,15,9,22,6,7,17,4,30,27,18,14,9,8
20190221,000070.SZ,-0.002590887474886034,19,30,13,8,4,18,2,27,4,4,9,21,20,11,27,21,6,26,8,8,8,30,9,26,8,5,6,21,26,21
20190221,000078.SZ,0.0013340154679132494,4,4,4,4,21,6,5,27,9,26,5,14,8,12,29,9,13,5,3,12,2,7,6,9,30,27,7,25,19,8
20190221,000088.SZ,-0.049268143336277305,8,11,15,14,20,9,21,2,6,10,13,15,8,18,4,9,5,5,3,5,2,19,6,9,9,0,7,30,19,4
20190221,000089.SZ,0.02467285958571631,4,4,14,22,21,14,5,27,14,27,21,14,15,12,28,21,6,9,3,9,8,7,8,5,30,5,6,14,30,8
20190221,000090.SZ,0.033055931883828646,9,20,14,22,8,14,9,10,14,27,17,14,10,12,29,8,7,17,22,12,6,19,8,5,30,27,19,14,30,8
20190221,000096.SZ,0.04389647448486507,20,23,28,9,8,14,9,10,14,27,19,1,14,12,7,8,7,17,22,12,6,19,8,5,30,27,6,1,30,8
20190221,000100.SZ,0.008045200389765495,4,4,4,16,21,4,8,27,4,4,21,14,7,12,29,8,7,5,3,23,6,7,17,5,30,27,19,14,30,8
20190221,000150.SZ,-0.07126953278009629,2,21,2,2,2,2,2,2,2,2,4,5,23,2,2,5,11,8,0,4,4,30,19,9,8,3,7,23,19,0
20190221,000155.SZ,-0.011246915821547156,8,7,4,29,27,4,21,8,4,4,23,14,20,12,4,2,7,21,3,12,6,19,18,24,30,0,19,28,30,8
20190221,000156.SZ,0.013279513128644727,4,4,4,4,21,6,5,27,4,4,17,14,7,12,29,22,7,5,3,12,6,7,17,9,30,27,19,25,30,8
20190221,000157.SZ,0.03579626293831468,9,4,14,4,8,6,5,27,14,27,21,14,14,12,28,8,7,15,9,22,6,19,8,4,30,27,6,1,9,8
20190221,000158.SZ,-0.0022184115796260702,14,14,4,16,12,4,8,8,4,4,13,14,7,12,4,22,13,5,3,12,2,19,17,9,30,27,7,25,19,8
20190221,000166.SZ,0.022828066188798814,9,4,14,4,8,6,5,27,14,27,21,14,10,12,29,4,6,9,3,24,8,7,8,1,30,5,17,1,30,8
20190221,000301.SZ,0.0055483165802461465,14,14,4,16,21,4,8,8,4,4,13,21,7,11,29,22,7,4,8,21,6,7,17,9,6,8,6,25,25,21
20190221,000333.SZ,-0.009953837844338367,14,14,15,14,12,9,8,2,12,10,13,12,7,18,4,8,7,5,8,21,6,7,17,4,6,27,5,1,25,10
20190221,000338.SZ,0.010227341484531924,14,14,4,16,21,4,8,8,4,4,13,21,7,11,28,8,7,15,8,21,6,7,17,5,7,24,6,1,25,21
20190221,000400.SZ,0.01414447443166645,9,20,14,22,8,14,9,10,14,26,19,4,10,12,29,8,5,9,1,5,12,7,9,5,9,0,25,19,30,8
20190221,000401.SZ,-0.01586537967044511,19,14,13,26,21,18,8,18,4,4,13,14,8,12,29,8,6,17,3,9,8,7,24,5,30,5,25,15,1,9
20190221,000402.SZ,0.01617758250103078,4,14,4,16,21,4,8,8,4,4,8,14,7,12,28,8,7,15,9,23,6,19,8,4,30,27,6,21,9,8
20190221,000407.SZ,-0.002985442722968177,14,14,4,16,12,4,8,8,4,4,13,14,7,12,4,8,10,9,3,12,12,7,24,4,7,27,19,15,30,8
20190221,000413.SZ,-0.04094710437039193,4,4,4,26,21,4,21,8,4,4,13,4,8,4,29,9,5,5,3,5,5,12,6,24,9,0,7,23,19,4
20190221,000415.SZ,-0.0060412344493411515,4,4,4,26,21,4,8,27,4,4,19,14,8,12,29,8,10,5,3,23,12,7,6,5,30,27,19,15,30,8
20190221,000417.SZ,0.020343486711606452,4,4,4,16,21,4,8,8,4,4,8,14,7,12,28,8,7,15,9,22,6,7,8,4,30,27,6,14,9,8
20190221,000418.SZ,-0.011365711970313034,8,26,4,26,12,4,8,8,4,4,13,21,8,11,4,8,7,5,8,21,6,7,6,24,6,24,6,1,25,10
20190221,000423.SZ,0.013712518233166804,4,14,4,16,21,4,8,8,4,4,8,14,7,12,28,22,7,15,9,22,6,7,17,24,30,24,6,24,9,8
20190221,000425.SZ,0.02860910084075886,4,4,4,4,21,6,5,27,4,4,21,21,7,11,28,8,7,15,8,21,6,7,8,4,30,24,6,14,25,21
20190221,000426.SZ,0.04028269530375368,9,20,14,22,8,14,9,10,14,28,9,21,15,11,27,21,6,26,30,9,15,29,8,26,8,5,6,21,18,7
20190221,000429.SZ,0.04987263773566423,20,23,28,9,8,1,9,10,1,16,21,1,14,12,7,8,7,15,22,23,6,19,8,5,30,27,6,1,30,8
20190221,000488.SZ,0.0396355778038969,9,20,14,4,8,6,5,27,14,26,17,21,14,11,29,8,7,9,8,21,6,7,8,4,7,27,6,1,25,7
20190221,000498.SZ,-0.06940542427001511,8,2,18,30,27,2,13,2,2,18,23,15,20,18,4,8,6,12,3,9,8,8,20,4,9,5,6,15,30,4
20190221,000501.SZ,0.019943120136211388,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,15,9,22,6,7,17,4,30,27,6,1,9,8
20190221,000503.SZ,-0.0607434981658708,2,11,2,12,2,9,11,13,12,10,15,2,22,17,2,2,30,2,8,18,5,29,18,24,8,0,7,3,19,21
20190221,000507.SZ,0.02786826383831356,9,20,14,9,8,14,9,10,14,27,21,14,10,12,29,8,6,17,16,24,8,19,8,5,30,5,19,1,30,8
20190221,000513.SZ,-0.03178078084621788,8,11,15,14,27,9,21,2,12,10,23,15,20,18,4,2,13,2,8,18,2,7,18,24,30,0,6,28,25,21
20190221,000516.SZ,4.72686404054234e-05,14,14,15,16,12,4,8,8,4,4,13,14,7,12,4,8,7,5,3,12,6,7,17,4,30,27,6,1,30,8
20190221,000517.SZ,-0.0029513979319576583,4,4,4,26,21,4,8,27,4,4,19,14,8,12,29,9,7,5,3,12,6,19,6,24,30,27,6,25,30,8
20190221,000525.SZ,0.014194170628356298,4,14,4,16,21,4,8,8,4,4,8,14,7,12,28,22,7,15,9,22,6,7,17,24,30,27,6,24,9,8
20190221,000528.SZ,-0.0040365499314300385,8,7,4,29,27,4,21,8,4,4,23,21,20,11,4,2,7,21,8,21,6,19,18,9,30,0,1,28,25,21
20190221,000533.SZ,-0.001145719313935754,4,4,4,29,4,4,2,27,4,4,5,21,20,11,2,2,30,8,8,18,4,12,12,24,8,3,7,23,19,7
20190221,000536.SZ,-0.014732001151456741,30,7,2,8,27,4,2,8,26,4,24,2,19,18,4,2,12,18,8,18,4,30,18,24,8,3,7,30,19,7
20190221,000537.SZ,0.03404244716430958,4,4,4,4,21,6,5,27,4,4,17,21,7,11,28,8,7,15,8,21,6,19,17,4,30,27,18,14,25,7
20190221,000538.SZ,0.011422180259312726,4,14,4,16,21,4,8,8,4,4,8,21,7,11,28,22,13,4,8,21,6,19,4,24,6,8,6,24,25,22
20190221,000539.SZ,0.02541504189104592,9,4,14,22,8,14,5,27,14,27,21,14,14,12,28,8,6,17,19,9,8,19,8,5,30,5,6,1,30,8
20190221,000540.SZ,-0.09238527313213898,12,12,12,15,6,12,12,5,26,2,4,7,22,17,4,5,4,26,0,4,4,9,8,4,3,0,6,1,17,21
20190221,000541.SZ,0.01393226883281912,4,14,4,16,21,4,8,8,4,4,8,14,7,12,28,22,7,15,9,22,6,7,17,9,6,27,6,24,9,8
20190221,000543.SZ,0.04297198166914347,9,20,14,4,8,6,5,10,14,27,21,14,14,12,28,8,7,15,21,22,6,19,17,4,30,27,6,14,9,8
20190221,000546.SZ,0.03207592928745982,9,20,14,22,8,14,5,27,14,26,17,21,14,11,29,8,7,9,8,21,6,7,8,5,30,27,6,1,25,21
20190221,000547.SZ,0.01975565520703516,4,4,4,16,21,4,8,27,4,4,17,21,7,11,29,21,6,9,8,9,8,7,8,4,30,5,25,14,25,21
20190221,000550.SZ,0.08211292542248427,1,1,21,13,26,1,14,1,1,1,1,1,1,10,7,21,7,15,21,7,6,11,17,4,18,27,25,14,30,8
20190221,000552.SZ,0.0344902956834971,4,4,14,4,21,6,5,27,14,27,21,21,10,11,28,8,7,15,8,21,6,19,17,4,30,27,18,14,25,21
20190221,000553.SZ,-0.014380236911191613,14,14,15,14,12,9,8,8,12,10,23,12,7,18,4,22,13,21,3,12,12,7,17,24,30,24,19,27,30,8
20190221,000555.SZ,0.04073176753492022,20,23,28,9,8,14,9,10,14,27,19,1,14,12,1,8,6,17,22,9,8,19,20,5,30,5,6,15,30,22
20190221,000558.SZ,0.005844719669906583,4,4,4,22,21,14,5,27,4,4,19,14,8,12,29,8,7,5,3,12,6,19,6,5,30,27,6,1,30,8
20190221,000559.SZ,-0.015842188395870996,8,14,4,26,12,4,8,8,4,4,13,14,8,12,4,9,7,5,3,12,6,7,6,9,30,24,6,25,30,8
20190221,000560.SZ,-0.017906117995594644,14,11,15,14,12,9,8,2,12,10,13,12,7,18,4,8,7,5,3,12,6,7,17,9,30,24,6,1,30,8
20190221,000563.SZ,-0.025593188175702112,30,7,2,2,27,2,2,2,26,2,23,2,20,18,4,2,30,2,8,18,4,11,18,9,18,3,6,30,18,21
20190221,000564.SZ,0.025036477907629886,9,20,14,22,8,14,5,27,14,27,19,21,14,11,29,9,13,5,8,7,6,7,6,9,30,27,6,25,14,7
20190221,000568.SZ,-0.01706956325960162,8,14,15,14,12,9,8,8,12,10,13,12,7,18,4,22,13,5,8,21,2,7,17,24,6,24,6,25,25,10
20190221,000572.SZ,0.010421359257547894,4,4,4,22,21,14,5,27,14,26,19,14,8,12,29,8,7,5,3,12,6,7,8,5,30,27,19,14,30,8
20190221,000576.SZ,0.0034966808420050163,4,4,4,22,21,4,5,27,4,4,5,14,20,12,17,2,13,2,3,5,2,19,18,9,30,0,7,28,19,8
20190221,000581.SZ,0.022978243465599086,4,4,4,4,21,6,5,27,4,4,21,14,7,12,28,22,7,15,9,22,6,7,17,24,30,27,6,24,9,8
20190221,000582.SZ,-0.02348222674035441,8,26,4,26,12,4,8,8,4,4,13,14,8,12,4,9,10,5,3,12,12,7,6,24,30,24,6,25,30,8
20190221,000584.SZ,0.009825821332308245,9,9,7,22,8,14,9,10,9,26,5,4,5,4,2,2,12,2,30,18,4,30,0,0,8,3,7,30,19,4
20190221,000587.SZ,-0.0031034863536894214,9,9,7,9,8,14,9,10,9,28,5,21,5,11,2,9,5,5,1,5,7,12,0,0,9,0,7,23,19,7
20190221,000591.SZ,0.053882621379139954,20,23,28,9,8,1,9,10,1,15,17,1,15,12,15,8,6,17,16,9,8,19,8,5,30,5,6,14,30,8
20190221,000592.SZ,-0.03227097596734034,30,7,2,29,27,4,2,8,2,4,23,2,20,18,4,2,30,2,3,18,4,12,18,9,8,3,19,3,30,4
20190221,000596.SZ,-0.09357074838599944,2,21,2,15,2,2,19,5,2,2,4,5,22,17,2,5,11,8,0,4,4,30,19,24,8,3,14,23,0,0
20190221,000598.SZ,0.009947689010053497,4,4,4,16,21,4,8,8,4,4,8,14,7,12,28,22,13,4,9,22,6,7,4,9,6,8,6,24,9,13
20190221,000600.SZ,-0.00271205700879534,14,14,15,16,12,4,8,8,6,4,23,12,7,18,4,22,13,21,3,12,6,19,17,9,30,24,19,27,30,8
20190221,000601.SZ,0.03378386457367495,9,20,14,9,8,6,9,10,14,27,17,14,14,12,29,22,13,5,21,12,6,7,17,24,30,27,6,25,30,8
20190221,000603.SZ,-0.0661402957247788,2,21,2,2,2,2,2,2,26,2,15,2,22,17,4,5,11,8,3,18,4,30,19,5,8,3,6,14,30,0
20190221,000607.SZ,0.0062501701908395995,8,14,4,29,12,4,8,8,4,4,23,14,20,12,4,21,7,21,3,7,6,19,8,5,30,27,25,21,30,8
20190221,000612.SZ,0.01911614242350332,9,20,14,9,8,14,9,10,14,27,5,14,10,12,29,9,13,5,22,29,2,7,6,24,7,0,19,30,30,8
20190221,000615.SZ,0.0007938529244792934,4,4,4,26,21,4,8,27,4,4,19,14,8,12,29,8,7,5,3,12,6,19,6,4,30,27,6,21,1,9
20190221,000617.SZ,-0.011691470748727721,4,26,4,26,21,4,21,8,4,4,13,14,8,12,29,8,7,17,3,12,6,7,8,5,7,0,19,21,30,8
20190221,000620.SZ,-0.005857379159302478,14,14,4,16,12,4,8,8,4,4,13,14,7,12,4,22,13,5,3,12,6,7,17,24,30,24,19,25,30,8
20190221,000623.SZ,0.018007112853885836,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,15,9,23,6,7,8,4,30,27,18,21,9,8
20190221,000625.SZ,-0.0057939909786562695,4,7,4,29,21,4,21,8,4,4,23,14,20,12,17,8,7,9,3,12,6,7,8,26,30,4,19,1,30,8
20190221,000627.SZ,0.03345275829917625,9,20,14,4,8,6,5,27,14,26,17,14,14,12,29,8,7,5,3,12,6,7,8,4,30,27,6,14,30,8
20190221,000630.SZ,0.026321095039622988,4,4,4,4,21,6,5,27,4,27,21,21,7,11,28,22,7,15,8,21,6,7,17,9,30,27,6,24,25,21
20190221,000631.SZ,0.0207067593523833,4,4,4,4,21,6,5,27,4,4,17,21,7,11,29,22,7,5,8,21,6,19,17,24,30,27,6,25,25,21
20190221,000636.SZ,-0.03843942149852095,30,7,2,8,7,4,2,8,26,4,24,2,19,18,4,5,11,8,8,18,4,30,2,5,8,3,19,1,18,21
20190221,000650.SZ,-0.028696532070418865,8,14,15,26,12,9,8,8,12,10,13,12,8,18,4,9,13,5,3,12,2,7,6,9,30,27,7,25,19,8
20190221,000651.SZ,0.00692976055640833,14,14,4,16,12,4,8,8,4,4,8,21,7,11,4,22,7,4,8,21,6,18,17,24,6,8,6,24,25,21
20190221,000652.SZ,-0.0014338473395998036,8,14,4,29,12,4,8,8,4,4,23,14,20,12,4,8,7,21,3,12,6,7,18,5,30,27,19,14,30,8
20190221,000656.SZ,0.030908122375539148,9,4,14,22,8,14,5,27,14,27,17,21,10,11,28,8,7,15,8,21,6,7,17,5,7,27,25,1,14,21
20190221,000657.SZ,0.00880732720921776,4,4,7,4,21,6,5,27,14,27,5,14,10,12,29,22,13,5,3,23,2,7,17,9,30,24,19,25,30,8
20190221,000661.SZ,-0.02338809372779098,13,11,15,14,27,9,21,2,6,10,23,12,20,18,4,8,10,21,8,21,12,19,24,4,30,0,6,11,25,21
20190221,000662.SZ,-0.07475076492096774,8,2,2,30,27,2,13,2,2,18,23,15,20,18,4,2,5,2,3,5,5,12,12,24,9,0,6,28,30,4
20190221,000665.SZ,-0.012907556529662563,8,14,15,26,12,4,8,8,6,4,13,12,7,18,4,22,7,5,3,12,6,19,17,9,30,27,19,25,30,8
20190221,000666.SZ,-0.026088687956929344,30,7,2,8,7,4,2,8,4,4,2,2,19,11,4,5,11,8,8,18,4,12,19,9,8,3,6,30,17,28
20190221,000667.SZ,0.010157069416195028,4,4,4,16,21,4,8,8,4,4,13,14,7,12,28,8,7,15,9,23,6,7,4,4,6,27,6,1,9,13
20190221,000669.SZ,0.07185265742372515,7,17,22,19,9,7,14,1,16,15,28,8,1,28,18,29,6,9,20,24,8,7,24,4,3,5,25,15,30,3
20190221,000671.SZ,0.011174943003690466,4,14,4,16,21,4,8,8,4,4,13,21,7,11,29,8,7,5,8,21,6,19,8,4,30,27,6,1,25,21
20190221,000673.SZ,0.11409413059306632,7,17,22,19,9,7,14,1,7,15,28,27,1,1,1,29,6,30,1,9,8,26,8,4,4,5,2,29,18,3
20190221,000676.SZ,-0.0005060593755285491,8,7,4,29,12,4,8,8,4,4,23,14,20,12,4,8,7,21,3,12,6,7,18,4,30,0,6,14,30,8
20190221,000681.SZ,-0.03343811112164064,8,11,15,14,27,9,21,2,12,10,23,12,18,18,2,2,13,21,8,21,2,7,18,9,30,0,8,28,20,21
20190221,000683.SZ,0.01946146774102189,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,15,9,22,6,7,17,4,30,24,6,1,9,8
20190221,000685.SZ,0.019506093796742625,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,17,9,22,6,7,8,4,30,27,18,1,9,8
20190221,000686.SZ,0.05767143289637448,1,1,1,9,26,1,18,10,1,15,21,1,10,15,15,21,6,9,22,9,8,7,8,5,30,5,25,1,30,8
20190221,000687.SZ,0.005266516178517943,4,4,4,22,4,14,5,27,4,4,19,14,8,12,29,8,7,5,3,12,6,19,6,5,30,27,6,21,30,8
20190221,000688.SZ,0.018678289252823374,19,30,13,4,21,6,5,27,4,4,21,14,7,12,28,8,7,15,3,23,6,19,17,4,30,27,6,14,30,8
20190221,000690.SZ,0.024469323448063227,4,4,4,4,21,6,5,27,4,4,17,21,7,11,28,22,7,15,8,21,6,7,17,24,30,24,6,25,25,21
20190221,000703.SZ,0.024821499704110576,4,4,14,4,21,6,5,27,14,27,19,21,10,11,17,8,7,21,8,21,6,7,18,4,30,24,19,1,25,21
20190221,000709.SZ,0.006144675108852674,4,14,4,16,21,4,8,8,4,4,13,14,7,12,29,8,7,15,3,23,6,7,17,4,6,27,6,1,30,8
20190221,000710.SZ,-0.03251957657192459,13,11,9,14,24,9,21,2,6,10,23,12,20,18,4,2,10,21,3,12,12,18,18,24,7,0,6,28,30,8
20190221,000712.SZ,0.027847564446622106,9,20,14,22,8,14,5,27,14,27,19,14,10,12,17,21,5,17,1,5,6,26,8,5,18,0,25,14,30,8
20190221,000717.SZ,-0.018705007797939044,30,11,15,14,27,9,2,2,6,10,23,2,20,18,4,8,10,17,8,18,12,18,24,4,7,3,6,11,25,21
20190221,000718.SZ,0.03961707510656193,9,20,14,9,8,6,9,10,14,26,17,14,14,12,29,8,7,5,21,12,6,7,8,4,30,27,6,1,30,8
20190221,000719.SZ,0.02810708335371081,9,20,14,22,8,14,9,10,14,27,17,14,10,12,29,8,7,5,22,12,6,7,17,5,30,27,25,1,30,8
20190221,000723.SZ,-0.03731314612753863,30,11,2,14,27,9,2,2,12,2,23,2,20,18,4,8,6,26,3,9,8,30,20,26,8,5,6,15,30,4
20190221,000725.SZ,-0.009820343856529912,9,9,7,22,8,14,5,27,14,27,5,4,5,12,29,9,5,5,3,5,2,2,6,24,9,0,7,30,19,8
20190221,000726.SZ,0.005436164366651725,14,14,4,16,12,4,8,8,4,4,8,14,7,12,4,22,7,4,9,22,6,19,4,9,6,8,6,24,9,22
20190221,000727.SZ,-0.016291318104092997,30,7,4,8,27,4,2,8,4,4,24,21,18,11,2,2,30,18,8,18,4,12,0,0,8,3,7,30,19,21
20190221,000728.SZ,0.050154280803055916,20,23,28,9,8,1,18,10,1,15,19,1,10,12,1,21,6,22,1,9,8,7,8,5,30,5,25,14,30,8
20190221,000729.SZ,0.01629361447360022,4,14,4,16,21,4,8,8,4,4,8,14,7,12,28,22,7,15,9,22,6,19,17,9,30,27,6,24,9,8
20190221,000732.SZ,0.006531369650993057,14,14,15,16,12,4,8,8,12,4,13,12,7,18,4,8,7,15,8,21,6,7,8,4,30,27,6,14,25,7
20190221,000733.SZ,0.01502981924092661,4,14,4,16,21,4,8,8,4,4,8,14,7,12,28,22,7,15,9,22,6,7,17,9,30,27,6,24,9,8
20190221,000735.SZ,-0.06503906432855125,22,21,2,30,27,2,21,2,26,18,23,15,20,18,4,2,30,2,3,18,7,29,18,9,9,22,19,3,30,4
20190221,000738.SZ,0.04160953914658995,9,20,14,4,8,6,9,10,14,26,21,14,14,12,28,8,7,17,21,23,6,7,8,4,30,27,6,21,9,8
20190221,000739.SZ,0.014823417334925091,19,30,13,4,21,6,5,27,14,27,21,14,7,12,29,8,7,9,3,23,6,19,8,4,30,27,6,1,30,22
20190221,000750.SZ,0.1174317893067198,1,1,21,13,26,25,14,1,1,15,1,24,1,1,1,21,16,9,2,9,8,11,8,28,18,5,2,14,30,8
20190221,000751.SZ,0.021703482840631262,4,4,4,16,21,4,8,27,4,4,21,14,7,12,28,8,7,15,9,22,6,7,17,4,30,27,18,14,9,8
