date,code,layer2_l2_y_l_r_pred,layer2_l2_y_l_r_tree0_leaf,layer2_l2_y_l_r_tree1_leaf,layer2_l2_y_l_r_tree2_leaf,layer2_l2_y_l_r_tree3_leaf,layer2_l2_y_l_r_tree4_leaf,layer2_l2_y_l_r_tree5_leaf,layer2_l2_y_l_r_tree6_leaf,layer2_l2_y_l_r_tree7_leaf,layer2_l2_y_l_r_tree8_leaf,layer2_l2_y_l_r_tree9_leaf,layer2_l2_y_l_r_tree10_leaf,layer2_l2_y_l_r_tree11_leaf,layer2_l2_y_l_r_tree12_leaf,layer2_l2_y_l_r_tree13_leaf,layer2_l2_y_l_r_tree14_leaf,layer2_l2_y_l_r_tree15_leaf,layer2_l2_y_l_r_tree16_leaf,layer2_l2_y_l_r_tree17_leaf,layer2_l2_y_l_r_tree18_leaf,layer2_l2_y_l_r_tree19_leaf,layer2_l2_y_l_r_tree20_leaf,layer2_l2_y_l_r_tree21_leaf,layer2_l2_y_l_r_tree22_leaf,layer2_l2_y_l_r_tree23_leaf,layer2_l2_y_l_r_tree24_leaf,layer2_l2_y_l_r_tree25_leaf,layer2_l2_y_l_r_tree26_leaf,layer2_l2_y_l_r_tree27_leaf,layer2_l2_y_l_r_tree28_leaf,layer2_l2_y_l_r_tree29_leaf
20190219,000027.SZ,0.05022808516415709,9,24,20,27,19,25,11,20,27,7,22,28,7,30,7,13,29,17,23,16,6,4,28,12,13,5,11,14,10,12
20190219,000028.SZ,0.031107413164748226,23,9,20,4,4,4,4,13,27,7,22,28,18,30,16,4,13,15,10,21,7,4,18,12,13,5,11,14,10,12
20190219,000029.SZ,0.0042306680845657875,13,11,22,13,20,15,16,17,8,4,22,12,14,19,16,4,13,6,11,21,7,4,18,2,13,3,11,11,10,12
20190219,000030.SZ,0.08643949573724807,1,1,16,1,1,24,12,11,20,1,1,24,5,29,7,13,7,17,10,6,6,7,22,12,13,5,1,20,8,15
20190219,000031.SZ,0.064682834545127,9,17,20,27,19,17,11,20,26,7,21,10,7,29,7,13,29,17,10,6,22,7,28,12,7,5,1,14,10,12
20190219,000034.SZ,0.01036828320027586,4,9,20,4,4,4,4,13,5,7,27,4,4,25,8,4,13,2,14,4,18,6,19,11,5,3,9,22,22,0
20190219,000035.SZ,0.04251725443383195,9,17,20,27,19,17,11,18,27,7,26,28,7,15,7,4,5,15,23,9,17,12,18,11,3,5,11,14,2,3
20190219,000036.SZ,0.07471143721774806,9,17,16,27,19,24,11,20,25,1,1,10,5,29,7,13,5,17,10,6,22,7,22,12,1,5,1,14,12,15
20190219,000039.SZ,0.04933433023799516,23,9,20,4,19,17,4,13,26,7,21,10,14,29,16,13,13,17,10,6,6,7,28,12,13,5,1,14,10,15
20190219,000040.SZ,0.03352137223916884,27,4,4,4,4,4,4,13,25,4,21,10,18,29,18,13,28,17,11,6,22,7,28,12,1,5,1,14,15,15
20190219,000042.SZ,0.038409246219127675,23,9,20,4,4,4,4,13,27,7,22,28,18,25,4,13,13,15,23,8,7,4,28,12,7,5,11,14,2,15
20190219,000043.SZ,0.06101649457527417,9,17,1,27,19,1,11,20,27,1,1,28,7,30,7,13,5,15,23,16,6,12,28,12,7,5,11,14,2,15
20190219,000046.SZ,0.07301102451816238,1,1,28,1,1,1,12,11,1,1,1,1,7,30,7,13,29,15,10,16,6,4,28,16,7,5,11,14,10,15
20190219,000049.SZ,0.04604017455335065,9,17,20,27,19,17,11,20,27,7,22,28,7,25,7,4,5,15,10,20,7,4,18,11,7,3,11,14,2,15
20190219,000050.SZ,0.04360880488236248,4,4,4,4,4,4,4,13,23,4,21,10,14,29,13,13,28,17,11,6,24,9,22,12,21,1,1,0,12,15
20190219,000058.SZ,0.008946596954856565,27,4,4,23,4,4,8,17,17,4,27,4,18,13,4,4,13,22,11,20,18,12,28,12,1,5,9,14,2,15
20190219,000059.SZ,0.03806199209025229,23,9,20,4,19,17,4,13,27,7,26,28,18,30,16,13,13,15,10,21,7,12,28,12,13,5,11,11,10,15
20190219,000060.SZ,0.03743111518621454,23,9,20,4,4,4,4,13,27,7,26,28,18,30,16,13,13,15,10,16,22,12,28,12,13,5,11,14,10,15
20190219,000061.SZ,0.08826773929207106,9,17,16,27,19,24,11,20,26,1,1,10,5,29,7,13,5,17,10,6,6,7,22,12,7,5,1,20,7,15
20190219,000062.SZ,0.06887302350909678,9,17,20,27,19,17,11,20,26,7,21,10,5,29,7,13,7,17,10,6,22,7,22,12,13,5,1,14,12,15
20190219,000063.SZ,0.0538610209699027,9,24,1,27,19,1,11,20,5,1,1,28,7,25,7,13,5,15,10,20,6,12,28,12,7,5,9,15,9,15
20190219,000065.SZ,0.04455383353040234,9,9,20,4,19,17,4,13,27,7,22,28,18,30,16,13,5,15,23,16,22,4,28,12,13,5,11,14,10,15
20190219,000066.SZ,-0.018621784999915927,12,14,11,30,8,27,22,8,17,23,16,9,10,19,8,9,13,2,14,17,18,13,15,11,5,3,10,14,22,13
20190219,000069.SZ,0.04415656489125475,23,9,20,4,19,17,4,13,27,7,26,28,14,29,16,13,5,17,10,16,6,7,28,12,13,5,11,14,10,15
20190219,000070.SZ,0.0652967066431506,4,9,20,4,19,17,4,13,5,7,21,10,18,29,13,13,28,17,5,6,1,9,22,12,21,1,1,0,12,12
20190219,000078.SZ,0.05340432163728829,9,17,20,27,19,17,11,20,27,7,1,28,7,25,7,4,5,15,10,20,18,4,18,12,7,5,9,14,2,9
20190219,000088.SZ,0.03331661311936788,23,9,20,4,4,4,4,13,27,7,26,28,14,30,16,13,13,15,10,16,7,12,28,12,13,5,11,14,11,15
20190219,000089.SZ,0.026652713133808247,23,4,22,13,4,4,16,17,8,4,22,28,18,18,16,13,13,15,11,16,22,4,28,12,13,5,11,20,10,15
20190219,000090.SZ,0.0799268241299766,9,17,16,27,19,24,11,20,26,1,1,10,5,29,7,13,7,17,10,6,6,7,22,12,7,5,1,14,12,15
20190219,000096.SZ,0.04221727199879733,9,9,20,4,19,17,4,20,20,7,26,28,18,30,16,4,5,15,23,16,7,12,18,12,7,5,11,14,2,15
20190219,000100.SZ,0.025910623395162813,23,9,20,4,4,4,4,13,27,7,22,28,14,30,16,4,13,15,10,16,7,4,18,11,13,0,11,14,11,15
20190219,000150.SZ,-0.00582597734088737,7,4,4,8,4,28,8,2,17,4,4,4,4,2,2,4,3,19,2,5,25,0,17,0,5,0,15,0,0,13
20190219,000155.SZ,-0.0012054608718393936,13,11,8,23,20,15,8,17,8,4,22,9,4,19,4,4,13,15,14,20,18,4,18,11,5,3,9,14,2,13
20190219,000156.SZ,0.0280872778361755,23,4,22,4,4,4,4,13,27,4,22,28,14,30,16,13,13,15,11,16,6,4,28,12,7,5,11,14,10,15
20190219,000157.SZ,0.06377966065373247,9,24,1,27,19,1,11,20,26,1,1,10,7,29,7,13,5,17,10,16,22,20,28,12,13,5,11,15,10,15
20190219,000158.SZ,0.03147090619896055,23,9,20,4,4,4,4,13,27,7,26,28,18,25,16,4,13,15,23,20,7,12,18,11,7,3,11,14,2,12
20190219,000166.SZ,0.0423324550059646,9,9,20,4,19,25,4,13,27,7,22,28,14,29,16,12,29,17,9,16,6,7,28,12,13,5,11,20,10,15
20190219,000301.SZ,0.031400412004756954,23,9,20,4,4,4,4,13,27,7,22,28,18,30,16,4,13,15,23,21,7,4,18,11,7,5,11,11,10,12
20190219,000333.SZ,-0.0074274376672530205,13,11,4,23,20,15,8,17,9,4,26,4,14,19,15,4,13,9,11,22,8,12,28,12,13,5,9,14,2,9
20190219,000338.SZ,0.035277588480717326,23,9,20,4,4,4,4,13,27,7,26,28,14,30,16,13,13,15,10,16,6,12,28,12,13,5,11,14,10,15
20190219,000400.SZ,0.05386859088089086,23,4,22,4,4,4,4,13,26,4,21,10,14,29,16,13,28,17,11,6,6,7,22,12,13,5,1,20,7,15
20190219,000401.SZ,0.021008869228618693,27,4,22,4,4,4,4,13,25,7,22,28,14,25,15,13,16,15,11,20,6,4,28,12,7,5,9,14,2,12
20190219,000402.SZ,0.03900212309109434,23,9,20,4,19,17,4,13,27,7,26,28,14,30,16,13,13,15,10,16,7,12,28,12,13,5,11,14,10,15
20190219,000407.SZ,0.07017651609823627,1,1,1,1,1,1,12,11,27,1,1,1,7,30,7,4,5,15,23,16,7,4,18,12,7,5,11,14,10,15
20190219,000413.SZ,0.02520475690907595,9,17,20,27,19,17,11,20,13,7,27,4,1,25,1,4,1,9,10,5,8,6,19,11,21,4,9,20,0,15
20190219,000415.SZ,0.032356197548919774,23,9,20,4,4,4,4,13,27,7,26,28,14,30,16,4,13,15,10,16,7,12,18,11,13,5,11,14,10,15
20190219,000417.SZ,0.03719936333626331,23,9,20,4,19,17,4,13,27,7,22,28,14,30,16,13,13,15,23,21,7,4,28,12,13,5,11,14,10,15
20190219,000418.SZ,0.006386045759971487,13,4,22,23,4,15,8,17,9,4,26,28,18,19,15,4,13,22,11,9,18,12,19,11,7,3,9,11,2,9
20190219,000423.SZ,0.030016918065773508,23,9,20,4,4,4,4,13,27,7,22,28,18,30,16,4,13,15,10,21,7,4,28,12,13,5,11,14,11,15
20190219,000425.SZ,0.06849545322941336,1,1,1,1,1,1,11,20,27,1,1,1,7,30,7,13,29,17,10,16,6,7,28,12,13,5,11,14,10,20
20190219,000426.SZ,0.014857486028393905,27,9,20,4,4,4,4,13,13,7,19,22,4,25,8,4,13,2,15,17,17,13,15,11,5,4,10,20,24,13
20190219,000429.SZ,0.061225394794293855,9,24,16,27,19,24,11,18,20,1,1,10,5,15,7,13,29,17,10,6,6,7,22,12,3,5,1,14,12,3
20190219,000488.SZ,0.03948033878319531,23,9,20,4,19,17,4,13,27,7,26,28,14,30,16,4,5,15,10,16,7,12,28,12,7,5,11,14,2,12
20190219,000498.SZ,0.016887927142965158,27,4,4,23,4,4,8,17,17,4,26,4,18,19,4,13,13,22,11,20,18,12,28,12,3,5,9,14,2,3
20190219,000501.SZ,0.033239655165075224,23,9,20,4,4,4,4,13,27,7,22,28,14,30,16,13,13,15,23,21,7,4,28,12,13,5,11,14,10,15
20190219,000503.SZ,-0.015452452199401228,20,7,11,23,21,28,17,8,17,4,16,9,4,2,8,9,18,2,15,15,18,13,15,11,5,0,10,0,22,0
20190219,000507.SZ,0.02037433808845771,23,4,22,4,4,4,4,13,27,4,26,28,14,25,16,4,13,15,11,20,8,12,18,11,13,3,11,14,2,12
20190219,000513.SZ,0.05669144728713012,9,17,1,27,19,1,11,20,27,1,1,28,7,25,7,13,5,15,10,20,22,4,28,12,7,5,9,14,2,15
20190219,000516.SZ,0.022014572635637022,23,4,22,4,4,4,4,13,27,4,22,28,18,25,16,4,13,15,11,9,7,4,18,11,7,3,11,14,2,12
20190219,000517.SZ,0.07435809029023542,1,1,28,1,1,1,12,11,1,1,1,1,7,30,7,13,5,15,23,16,7,12,28,16,7,5,11,14,10,23
20190219,000525.SZ,0.0365144686929446,23,9,20,4,19,17,4,13,27,7,26,28,18,30,16,4,5,15,10,21,7,12,18,11,13,5,11,11,10,12
20190219,000528.SZ,0.011158159410877827,13,11,22,13,20,15,16,17,8,4,22,28,14,19,4,4,13,15,11,20,7,4,28,12,7,5,11,14,2,12
20190219,000533.SZ,0.025270287297697428,27,4,4,4,4,4,4,13,13,4,19,4,18,18,18,4,13,2,15,20,18,13,15,11,4,0,9,29,9,13
20190219,000536.SZ,-0.008374716992135836,7,7,11,23,21,28,8,2,17,4,16,9,14,2,13,9,13,16,11,5,23,7,28,12,21,1,15,0,0,15
20190219,000537.SZ,0.08981733860324716,21,20,28,1,17,1,12,11,1,9,8,1,7,1,7,10,5,15,23,16,7,12,28,16,7,5,11,14,10,15
20190219,000538.SZ,0.01617260618023259,23,4,22,13,4,4,16,17,8,4,22,28,14,19,16,4,13,15,11,16,7,4,18,11,13,5,11,14,10,12
20190219,000539.SZ,0.11994906161194255,8,8,7,22,17,7,30,22,1,9,8,24,5,24,7,10,7,17,1,6,6,20,22,16,13,5,1,15,7,15
20190219,000540.SZ,-0.02452197739597268,7,7,11,30,21,28,22,2,17,2,16,9,10,2,18,2,13,2,11,15,18,13,15,2,8,4,7,16,13,11
20190219,000541.SZ,0.030877690698643503,23,4,22,4,4,4,4,13,27,7,22,28,18,30,16,13,13,15,11,16,22,4,28,12,13,5,11,14,10,15
20190219,000543.SZ,0.06482106510198546,9,1,1,27,1,1,11,20,27,1,1,28,7,30,7,13,29,17,23,16,22,20,28,12,13,5,11,15,10,12
20190219,000546.SZ,0.04454662185834341,23,9,20,4,19,17,4,13,27,7,26,28,18,30,4,13,5,15,23,16,7,12,28,12,7,5,11,14,10,15
20190219,000547.SZ,0.051545811665494774,9,17,20,27,19,17,11,20,27,7,1,28,7,25,7,4,29,15,10,20,18,4,18,11,7,5,11,14,2,12
20190219,000550.SZ,0.05867093235384222,9,17,20,27,19,17,11,20,25,7,21,10,7,29,7,13,5,17,23,20,6,7,28,12,7,5,12,20,2,20
20190219,000552.SZ,0.06847681372383731,9,17,1,27,19,1,11,20,26,1,1,10,7,29,7,13,5,17,23,16,22,7,28,12,13,5,11,14,10,15
20190219,000553.SZ,0.016114570608826224,13,4,22,13,4,15,16,17,8,4,26,28,14,19,4,4,13,15,11,20,7,12,28,12,7,5,11,14,2,15
20190219,000555.SZ,-0.031041741232317142,7,22,4,23,20,15,8,17,9,4,4,9,4,13,8,27,3,2,2,20,18,0,19,11,5,4,9,2,0,13
20190219,000558.SZ,0.04123509938611289,9,9,20,4,19,17,4,13,27,7,22,28,18,30,16,4,29,15,23,16,7,4,18,11,7,3,11,20,10,15
20190219,000559.SZ,0.048564184796500785,9,17,20,27,19,17,11,20,27,7,22,28,7,25,7,4,29,15,23,20,7,4,28,12,7,5,11,14,2,15
20190219,000560.SZ,0.0424562906126195,23,9,20,4,4,4,4,13,27,7,26,28,18,30,16,13,16,17,23,16,22,7,28,12,7,5,11,14,10,15
20190219,000563.SZ,0.053235945734794475,9,17,20,27,19,17,11,20,25,7,26,28,7,29,7,13,5,17,10,20,22,7,28,12,13,5,9,14,11,15
20190219,000564.SZ,0.04970167953391939,9,17,20,27,19,17,11,20,27,7,22,28,7,25,7,4,5,15,10,20,7,4,18,12,7,5,11,20,2,15
20190219,000568.SZ,-0.011837533552150984,13,11,8,23,20,15,8,17,9,4,27,9,18,19,15,4,13,9,11,20,8,12,28,12,3,5,9,14,2,3
20190219,000572.SZ,0.05732045671266705,9,1,1,27,1,1,11,20,27,1,1,28,7,25,7,4,5,15,23,20,7,12,18,11,7,3,11,14,2,12
20190219,000576.SZ,-0.006945498090240263,27,4,4,4,4,4,4,13,13,4,27,4,4,2,18,4,13,2,15,15,18,6,19,11,5,4,27,22,22,13
20190219,000581.SZ,0.045564152142112416,9,9,20,4,19,17,4,13,27,7,22,28,14,29,16,13,5,17,10,16,6,7,28,12,13,5,11,14,10,15
20190219,000582.SZ,0.057135602682833894,9,17,1,27,19,1,11,20,27,1,1,28,7,25,7,13,29,15,10,20,6,12,28,12,13,5,11,20,2,15
20190219,000584.SZ,0.04556433523592223,9,9,20,4,19,17,4,13,25,7,19,22,18,25,18,13,1,22,5,5,1,13,28,12,25,1,7,0,0,12
20190219,000587.SZ,0.09712344994026693,8,8,13,15,6,7,7,1,1,9,8,13,1,1,1,10,5,2,1,20,18,0,19,16,5,4,9,20,2,13
20190219,000591.SZ,0.09166871001880997,1,1,16,1,1,24,12,11,1,1,1,24,5,29,7,13,7,17,10,6,6,7,22,16,7,5,1,20,8,15
20190219,000592.SZ,-0.0036080962158816705,20,7,11,23,21,28,17,2,17,2,16,9,14,2,18,9,13,22,11,15,18,13,15,11,21,1,15,0,22,15
20190219,000596.SZ,-0.004402502257371657,20,7,11,30,21,28,17,2,17,2,16,9,4,2,2,14,3,19,2,5,25,13,17,11,5,0,15,0,0,13
20190219,000598.SZ,0.0403932979120062,23,9,20,4,19,25,4,13,27,7,22,28,18,30,16,13,5,15,23,16,22,4,28,12,13,5,11,14,10,15
20190219,000600.SZ,0.04084475089805828,9,9,20,4,19,17,4,13,13,7,26,28,14,25,4,4,29,15,23,20,18,12,28,12,7,5,9,14,2,15
20190219,000601.SZ,0.1064004868526473,21,20,16,1,17,24,12,11,1,1,8,24,5,24,7,10,5,17,23,6,22,7,22,16,7,5,1,20,12,15
20190219,000603.SZ,0.01704054852939403,27,4,4,4,4,4,4,13,25,4,27,4,14,29,8,13,16,17,11,20,6,7,28,12,1,5,9,14,2,15
20190219,000607.SZ,0.09446184347590347,1,20,28,1,17,1,12,11,1,1,8,1,21,24,7,10,29,15,23,20,18,12,28,24,7,5,9,15,2,15
20190219,000612.SZ,0.07203234391563557,1,1,28,1,1,1,12,11,1,1,1,1,7,30,7,4,29,15,10,16,7,4,18,16,13,5,11,20,10,15
20190219,000615.SZ,0.07461251161805972,1,1,28,1,1,1,12,11,1,1,1,1,7,30,7,13,5,15,23,16,7,4,28,16,7,5,11,14,2,15
20190219,000617.SZ,0.041908375079531913,23,9,20,4,4,4,4,13,26,7,21,10,14,29,16,13,13,17,10,20,6,7,28,12,7,5,11,14,2,15
20190219,000620.SZ,0.033264521367208984,23,9,20,4,4,4,4,13,27,7,22,28,14,25,16,4,13,15,23,20,18,4,18,11,7,5,11,14,2,12
20190219,000623.SZ,0.03312273713091986,23,9,20,4,4,4,4,13,27,7,22,28,14,30,16,13,13,15,10,16,7,4,28,12,13,5,11,14,10,15
20190219,000625.SZ,0.015189221774064286,27,4,22,4,4,4,4,13,13,4,22,28,18,25,4,4,13,22,11,20,17,4,15,11,7,4,9,14,9,15
20190219,000627.SZ,0.06816874514226139,9,17,1,27,19,1,11,20,26,1,1,10,7,29,7,13,5,17,10,16,22,7,28,12,7,5,11,14,10,15
20190219,000630.SZ,0.027548859431493176,23,4,22,4,4,4,4,13,27,7,22,28,18,30,16,13,13,15,11,21,7,4,28,12,13,5,11,11,10,15
20190219,000631.SZ,0.052460074548615586,9,17,20,27,19,17,11,20,27,7,22,28,7,30,7,4,5,15,23,16,7,4,28,12,7,5,11,14,10,15
20190219,000636.SZ,-0.03747234367506567,12,14,2,30,2,8,22,9,4,8,16,2,10,13,13,27,3,2,2,5,18,0,15,11,5,4,9,2,0,13
20190219,000650.SZ,-0.0011095097137593672,13,11,8,13,20,15,16,17,8,4,4,9,4,19,16,4,18,15,14,9,18,4,18,11,5,3,11,14,2,13
20190219,000651.SZ,0.024600925921632454,23,4,22,4,4,4,4,13,27,4,26,28,14,30,16,4,13,15,11,21,7,12,18,12,13,5,11,14,10,20
20190219,000652.SZ,0.016629854330831105,27,9,20,4,4,4,4,13,13,7,22,28,14,25,4,4,13,2,15,20,18,4,19,11,7,0,9,14,2,13
20190219,000656.SZ,0.049822699688880756,9,24,20,27,19,25,11,20,27,22,1,28,7,30,7,13,29,15,10,16,22,12,28,12,7,5,11,15,10,12
20190219,000657.SZ,0.0663336466487735,1,1,1,1,1,1,11,20,27,1,1,1,7,30,7,4,5,15,23,16,7,12,18,11,13,5,11,14,10,15
20190219,000661.SZ,0.0061841178742721905,13,11,8,23,20,15,8,8,17,4,7,9,18,19,4,9,13,22,11,9,18,4,28,12,1,5,9,14,2,12
20190219,000662.SZ,0.04635587677720432,27,9,20,4,4,4,4,13,25,7,21,10,18,29,4,13,13,17,10,6,22,7,28,12,7,5,1,20,9,15
20190219,000665.SZ,0.025790089221203287,23,9,20,4,4,4,4,13,27,7,22,28,4,30,16,4,13,15,14,16,7,4,18,11,5,3,11,14,10,13
20190219,000666.SZ,-0.0022349311749426492,20,7,11,23,21,28,17,2,17,2,16,9,4,2,18,9,13,19,2,5,9,13,17,11,5,0,7,0,0,13
20190219,000667.SZ,0.0293282214595402,23,4,22,4,4,4,4,13,27,4,22,28,18,30,16,13,13,15,11,16,22,4,28,12,13,5,11,14,10,15
20190219,000669.SZ,0.012066350518355968,4,4,4,8,4,4,8,17,17,4,19,4,14,2,8,17,16,22,11,4,18,13,28,12,21,1,2,2,0,15
20190219,000671.SZ,0.06412328489316768,9,17,20,27,19,17,11,20,26,7,21,10,5,29,7,13,5,17,10,6,22,7,22,12,7,5,1,14,8,20
20190219,000673.SZ,0.06640476915155023,9,1,1,27,1,1,11,20,5,1,1,4,1,29,1,13,1,17,5,5,22,10,28,2,21,1,9,29,0,12
20190219,000676.SZ,0.00020649202238645907,13,4,22,13,4,15,16,17,8,4,4,28,4,19,16,4,18,15,15,16,7,12,18,11,5,4,11,14,10,13
20190219,000681.SZ,-0.016076001903500572,12,11,8,12,8,27,22,8,17,23,7,9,10,19,4,9,13,2,15,20,18,12,19,11,1,4,9,14,2,13
20190219,000683.SZ,0.058811937887491096,9,17,1,27,19,1,11,20,27,1,1,28,7,30,7,13,5,15,10,16,7,12,28,12,13,5,11,14,10,12
20190219,000685.SZ,0.03549635185605345,23,9,20,4,19,17,4,13,27,7,22,28,14,30,16,4,13,15,10,16,7,4,18,12,13,5,11,14,10,15
20190219,000686.SZ,0.08915276649840828,1,1,16,1,1,24,12,11,26,1,1,24,5,29,7,13,29,17,10,6,6,7,22,12,13,5,1,20,8,15
20190219,000687.SZ,0.046543116988961006,9,1,1,27,1,1,11,20,13,1,1,4,1,25,1,4,29,2,23,20,18,12,19,11,1,3,9,14,2,12
20190219,000688.SZ,0.038407731911257646,23,9,20,4,19,25,4,13,27,22,26,28,18,30,16,13,13,17,10,21,22,12,28,12,13,5,11,11,10,12
20190219,000690.SZ,0.058576000387807935,9,1,1,27,1,1,11,20,27,1,1,28,7,25,7,13,5,15,10,20,6,12,28,12,7,5,11,14,2,23
20190219,000703.SZ,0.019004867051351515,23,4,22,13,4,4,16,17,8,4,26,28,14,19,16,4,13,15,11,16,7,12,18,11,7,5,11,14,10,12
20190219,000709.SZ,0.03124789924852661,23,4,22,4,4,4,4,13,27,4,26,28,18,30,16,13,13,15,11,16,22,12,28,12,13,5,11,14,10,15
20190219,000710.SZ,0.006338517308503181,23,4,22,13,4,4,16,17,8,4,4,28,4,19,4,4,18,15,15,20,18,12,18,11,5,4,9,14,2,13
20190219,000712.SZ,0.07362094256183571,9,17,20,27,19,17,11,20,5,7,21,10,5,29,1,13,7,17,10,6,6,7,22,12,21,5,1,20,7,15
20190219,000717.SZ,0.0051398895901826145,13,11,8,12,8,27,22,8,17,23,7,9,10,19,4,9,13,22,11,17,18,12,15,12,25,5,10,14,9,15
20190219,000718.SZ,0.0541505408374267,9,17,20,27,19,17,11,20,27,7,26,28,7,30,7,4,5,15,23,16,7,12,28,12,7,5,11,14,10,12
20190219,000719.SZ,0.05517115741528126,9,24,20,27,19,25,11,20,27,7,26,28,7,30,7,13,5,17,23,16,6,7,28,12,7,5,11,14,10,15
20190219,000723.SZ,0.014721306921253325,7,7,11,23,21,15,8,8,17,4,16,9,18,18,13,9,13,17,11,6,22,7,28,12,21,1,1,20,0,15
20190219,000725.SZ,0.016188229753054444,9,17,20,27,19,17,11,20,13,7,27,4,1,25,1,4,5,9,2,20,8,6,19,11,5,4,9,2,11,13
20190219,000726.SZ,0.04426968869742898,9,9,20,4,19,25,4,20,27,22,22,28,18,29,16,13,5,17,23,21,22,20,28,12,13,5,11,15,10,12
20190219,000727.SZ,0.02155256156219115,4,4,4,8,4,4,8,17,17,4,19,4,14,18,18,13,13,22,11,20,6,13,28,12,21,5,9,20,9,12
20190219,000728.SZ,0.07735773335151702,1,1,28,1,1,1,12,11,1,1,1,1,7,29,7,13,29,17,10,6,6,7,28,16,13,5,1,14,11,15
20190219,000729.SZ,0.012185468507566683,13,4,22,13,4,15,16,17,8,4,22,28,14,19,16,4,13,15,11,16,7,4,18,11,13,5,11,14,10,12
20190219,000732.SZ,0.029649143550666706,23,9,20,4,4,4,4,13,27,7,22,28,18,30,16,13,13,6,10,21,7,4,28,12,13,5,11,11,10,20
20190219,000733.SZ,0.0330307006583557,23,9,20,4,4,4,4,13,27,7,26,28,18,30,16,4,13,15,10,16,7,12,18,11,13,5,11,14,10,12
20190219,000735.SZ,-0.023843133265301877,7,7,11,23,20,15,8,8,17,4,16,9,14,13,18,9,13,2,15,20,17,13,19,11,1,0,9,14,22,13
20190219,000738.SZ,0.030380643478736945,23,9,20,4,4,4,4,13,27,7,26,28,18,30,16,4,13,15,10,21,7,12,18,11,13,3,11,11,10,12
20190219,000739.SZ,0.034775332513937114,23,9,20,4,19,17,4,13,27,7,26,28,14,30,16,4,13,15,23,16,7,12,18,11,13,3,11,14,11,12
20190219,000750.SZ,0.10648475609588529,21,20,7,22,17,10,30,22,1,13,8,24,5,24,7,10,5,17,10,6,6,7,22,16,7,5,1,20,7,15
20190219,000751.SZ,0.0394298975641064,23,9,20,4,19,17,4,13,27,7,26,28,18,30,16,13,5,15,10,21,7,12,28,12,13,5,11,11,10,15
20190219,000756.SZ,0.07075353742824657,1,1,1,1,1,1,12,11,27,1,1,1,7,30,7,13,29,15,23,16,7,4,28,12,7,5,11,14,10,15
